nameseq,k1,k2,k3,k4,k5,label
AE006468.2/4353199-4356190,1.9795987006322202,3.949027604683496,5.898098105998971,7.802469268841294,9.5713209614177,rRNA
AE006468.2/4198128-4201119,1.9795059240496926,3.9488635976090403,5.897774412432883,7.802430944527546,9.570679270905494,rRNA
AE006468.2/4396623-4399614,1.9793894979663562,3.948245061924052,5.896278648391082,7.798731082958527,9.565024862383854,rRNA
AE006468.2/4102040-4105031,1.9792201135234668,3.947776622462362,5.894898106650006,7.796507722508416,9.561494659410018,rRNA
AE006468.2/291234-294324,1.9788446319618131,3.947918622636986,5.896602559697847,7.802729991799366,9.572563240662431,rRNA
AE006468.2/4198129-4201120,1.9796274548131172,3.9491968899105134,5.898343943397363,7.803091138062918,9.57110906090387,rRNA
AE006468.2/4353200-4356191,1.9797218136260375,3.9493650913455087,5.898667636963452,7.803129462376665,9.571750751416074,rRNA
AE006468.2/3570079-3567088,1.9797218136260375,3.9492618566344913,5.89794616146349,7.801105484643347,9.567281329727074,rRNA
AE006468.2/4396624-4399615,1.9795134040266025,3.94859104833911,5.896848179355562,7.799409845232422,9.565454652382229,rRNA
AE006468.2/2799767-2796760,1.9789046507072854,3.9466350495548346,5.893991078234326,7.797855381169716,9.56842096126379,rRNA
AE006468.2/4102041-4105032,1.9793440195837133,3.9481226088774197,5.895467637614487,7.79718648478231,9.561924449408393,rRNA
AE006468.2/291235-294325,1.9789716082005422,3.948253141304834,5.897121750863417,7.803283356171602,9.572920676052053,rRNA
AE006468.2/2799608-2796773,1.9783590440402923,3.945010391661619,5.893673452857871,7.79886238727006,9.558702930875317,rRNA
AE006468.2/3569920-3567099,1.979072889040104,3.947446623996476,5.89725696346827,7.801716785683767,9.557452381301509,rRNA
AE006468.2/4353359-4356180,1.9788024579868082,3.9468661693738047,5.896624382787632,7.8007180560141025,9.556329793743851,rRNA
AE006468.2/4396783-4399604,1.978847873544429,3.946732961509012,5.896121716070781,7.800049469111915,9.555618592142196,rRNA
AE006468.2/4198288-4201109,1.9787088596901437,3.9467052138468035,5.8963754138447735,7.800655614765934,9.555341819686362,rRNA
AE006468.2/4102200-4105021,1.9786659819717665,3.946230154321049,5.894746760302998,7.797920146735637,9.552349534018147,rRNA
AE006468.2/291394-294314,1.978283190246283,3.946375943476646,5.896187860634032,7.8039800172290175,9.563213560819584,rRNA
NZ_CP029463.1/451506-451397,1.9930681938003971,3.962498720729503,5.7380954880141575,6.498476332195532,6.727920454563184,rRNA
NZ_CP029463.1/2898154-2899670,1.9876914447268508,3.971136937964444,5.940566077013376,7.842014565706292,9.416461944159183,rRNA
NZ_CP029463.1/456422-454907,1.9878347171495607,3.9714518012429814,5.940886033545807,7.842457469504973,9.416571689532596,rRNA
NZ_CP029463.1/940436-938922,1.987376573734825,3.9706545217241014,5.939485499287248,7.8401078792997625,9.410147265927659,rRNA
NZ_CP029463.1/456417-454909,1.9875954207112598,3.970827493233119,5.940426344655307,7.8424260342939185,9.415113209308963,rRNA
NZ_CP029463.1/2898159-2899668,1.9874493740925419,3.9705071568658994,5.940100775667248,7.841976656113166,9.414999478429579,rRNA
NZ_CP029463.1/940431-938924,1.9871356611470885,3.970030531107477,5.939023436275753,7.840069941675402,9.40866236776952,rRNA
NZ_CP029463.1/2898159-2899665,1.9870129373675323,3.9696047980783584,5.938729186658285,7.83943994508631,9.412505605412564,rRNA
NZ_CP029463.1/456417-454912,1.9871608908834317,3.9699270817139105,5.939056403926604,7.83989044584103,9.412619819006295,rRNA
NZ_CP029463.1/940431-938927,1.986689926260952,3.9691040887514637,5.937651697236509,7.837529875093973,9.406156341702122,rRNA
NZ_CP029463.1/2900078-2902948,1.9805817097353309,3.9526889165740924,5.91237481712953,7.828235400609307,9.575893207761595,rRNA
NZ_CP029463.1/454500-451631,1.9806579681153886,3.9528464440283932,5.912599870027554,7.828526433736394,9.57558354867488,rRNA
NZ_CP029463.1/938515-935648,1.9806094286261855,3.952884437407355,5.91262656909784,7.828376688995476,9.575601714082971,rRNA
NZ_CP029463.1/2900080-2902948,1.9805746810887446,3.9526181201293697,5.911950705065209,7.826998642211355,9.574251584935816,rRNA
NZ_CP029463.1/454498-451631,1.9806513408027435,3.9527760836306314,5.912176118128167,7.8272897981649345,9.573941487999814,rRNA
NZ_CP029463.1/938513-935648,1.9806034648842084,3.952814756972918,5.912203242975552,7.82713978848285,9.573959222641692,rRNA
NZ_CP029463.1/454354-451490,1.9831803762925904,3.957111686572546,5.92055860280205,7.842447455454803,9.595454141059259,rRNA
NZ_CP029463.1/2900225-2903090,1.983110622078382,3.9569656178400723,5.920357299038152,7.842173085152405,9.59524024108503,rRNA
NZ_CP029463.1/938370-935507,1.9830537646906516,3.9569923782628034,5.920385134687116,7.842118516615368,9.595424707484483,rRNA
AL123456.3/1476900-1477012,1.8887420335207314,3.7400784657917545,5.302696047578565,6.31068300888087,6.603046710098018,rRNA
AL123456.3/1473670-1473825,1.9596092204192426,3.8345736176095215,5.53934256759415,6.629681306631804,7.103190671338305,rRNA
AL123456.3/1471849-1473380,1.9679621115414117,3.9301343890036002,5.873314475930726,7.723513127278938,9.246025891436433,rRNA
AL123456.3/1471854-1473378,1.966886903097198,3.928141391964951,5.870272513922399,7.720622757385343,9.238856073406247,rRNA
AL123456.3/1471854-1473375,1.9665235808074104,3.9274857106014878,5.869475172439992,7.718002211302867,9.236010448190113,rRNA
AL123456.3/1473656-1476795,1.9704319310580924,3.9295958045282733,5.87735528683974,7.785927586034638,9.54476190664318,rRNA
AL123456.3/1473658-1476795,1.9704050136221634,3.929297306312201,5.87661734302541,7.784986812029692,9.544037759172745,rRNA
AL123456.3/1473819-1476784,1.970228959320425,3.9279995087189388,5.873845222839607,7.7807514661506465,9.526050987870306,rRNA
NC_005042.1/358431-358547,1.9870222028878548,3.903776234077681,5.5669438033183045,6.567410518493784,6.802479847370958,rRNA
NC_005042.1/353311-354795,1.9812811217899458,3.9578850490256294,5.911212169094457,7.797148796435828,9.331288695835877,rRNA
NC_005042.1/353316-354793,1.9810572001916786,3.9575332222813056,5.910679410180095,7.796189778525394,9.327402980521184,rRNA
NC_005042.1/353316-354790,1.980692389087548,3.9568859316118687,5.910026257433846,7.7949943155004515,9.325252644908266,rRNA
NC_005042.1/355460-358335,1.9771628191618884,3.942601132667281,5.89193517134789,7.810567470631321,9.559109468084255,rRNA
NC_005042.1/355462-358335,1.9770667641844788,3.942389660599539,5.89194899472024,7.8106834927415925,9.558850985046586,rRNA
NC_005042.1/355608-358430,1.9806346624047846,3.9486739144286807,5.901952160300354,7.824381860757271,9.573948062184227,rRNA
NZ_CP072646.1/111049-111165,1.9821414481420907,3.949565663272351,5.584335107666128,6.385350101808135,6.731683387193966,rRNA
NZ_CP072646.1/106357-107858,1.981030588780531,3.955939295054102,5.901777315412549,7.772615005729503,9.311300014578388,rRNA
NZ_CP072646.1/106362-107856,1.9803926772514329,3.9543945147390973,5.89983237096903,7.770645352936529,9.308739181791038,rRNA
NZ_CP072646.1/106362-107853,1.9799887976876833,3.9535681788038652,5.898680612615299,7.769350627086232,9.30687184874492,rRNA
NZ_CP072646.1/108120-111006,1.980956209239931,3.9494392167944197,5.8996944313795,7.808227950125745,9.551732763639855,rRNA
NZ_CP072646.1/108121-111007,1.9809374573014327,3.9496216507492297,5.900118163752765,7.808610544802499,9.551732763639855,rRNA
NZ_CP072646.1/108263-110995,1.981824980545201,3.950036531197797,5.900725314048018,7.809092029512507,9.540734416068995,rRNA
CP025209.1/684213-684329,1.9331728743247287,3.813035926641514,5.438276573038914,6.363506022898722,6.713984272149719,rRNA
CP025209.1/679099-680617,1.9728194308496891,3.94102484882504,5.887659286969057,7.756932407008442,9.296909283567167,rRNA
CP025209.1/2120249-2118807,1.9836715545060546,3.9621957241752694,5.920318749076945,7.794601137539907,9.304884642996564,rRNA
CP025209.1/679104-680615,1.971676055699399,3.9388228994435344,5.884972246364799,7.753563170227587,9.28616793037107,rRNA
CP025209.1/2120244-2118809,1.982583479098635,3.9601979890297505,5.916998126565985,7.790145283440368,9.29763881472436,rRNA
CP025209.1/679104-680612,1.9712956911347557,3.9380115002068306,5.883634303464727,7.75074046321397,9.283416743999563,rRNA
CP025209.1/2120244-2118812,1.9821517700855316,3.9591858382757534,5.915044763624278,7.786192348585037,9.29352259412804,rRNA
CP025209.1/680981-684066,1.969546663304523,3.918747631567957,5.8545954764868515,7.745995970607449,9.471807895901556,rRNA
CP025209.1/2118475-2115460,1.9730611668305784,3.925236478194782,5.864581032261063,7.761060622210999,9.48365225228301,rRNA
CP025209.1/680982-684067,1.9693881026526876,3.918747631567957,5.854383539149676,7.746084772985055,9.471949517313192,rRNA
CP025209.1/2118474-2115459,1.9730611668305784,3.924912472389882,5.864448381229022,7.760925646668543,9.483914477185401,rRNA
CP025209.1/681143-684122,1.9716569910867743,3.9229067819957426,5.860007177777203,7.753203393961532,9.467893831592983,rRNA
CP025209.1/2118319-2115405,1.973986839562919,3.92604815479863,5.864823145035087,7.762154904512604,9.476381720561875,rRNA
NC_018014.1/929823-929939,1.9797063855192778,3.9356653016809338,5.670198611848106,6.4863130404425835,6.784780732326711,rRNA
NC_018014.1/926706-926859,1.958239004863191,3.878779096131052,5.651765491058899,6.741586527347224,7.068818690495866,rRNA
NC_018014.1/924354-925855,1.9816790994687463,3.9561329350661203,5.908387368477695,7.788597560306976,9.331754645286418,rRNA
NC_018014.1/924359-925853,1.98093599260541,3.954893476667844,5.907324808308043,7.787874132129278,9.332284071292944,rRNA
NC_018014.1/924359-925850,1.9805563847106933,3.954234647721779,5.906812389515168,7.787188163370879,9.33147884152157,rRNA
NC_018014.1/2076795-2079744,1.9822136662076035,3.956945524025212,5.919413739826185,7.846942581113173,9.608375323289632,rRNA
NC_018014.1/926693-929642,1.9821762386037944,3.956877080396402,5.919320709756939,7.84640876934491,9.608034679169585,rRNA
NC_018014.1/2076796-2079745,1.9822136662076035,3.957059163610444,5.919921519826257,7.847752738749263,9.608797968400914,rRNA
NC_018014.1/926694-929643,1.9821762386037942,3.9569914412073186,5.919828489757013,7.847218926981,9.608457324280867,rRNA
NC_018014.1/2076956-2079733,1.982826343463894,3.9573471936136317,5.920328986118146,7.847649878945915,9.597518917119336,rRNA
NC_018014.1/926854-929631,1.9827956309555104,3.9572732394734245,5.920145336271232,7.846968001456278,9.596995574107732,rRNA
NZ_LT629973.1/908764-908649,1.8788544708455812,3.632566356598801,5.098848212816044,6.050323046842712,6.494680368408898,rRNA
NZ_LT629973.1/913847-912334,1.9739259694621447,3.940335175930917,5.885681474930231,7.752402217698261,9.292141367988005,rRNA
NZ_LT629973.1/913842-912336,1.9727640446660106,3.937695488904021,5.881280505412052,7.747153992047649,9.285682519797131,rRNA
NZ_LT629973.1/913842-912339,1.972316920622564,3.9368272841118515,5.879581587612026,7.742156685081257,9.281597451049183,rRNA
NZ_LT629973.1/911757-908933,1.9771795159720604,3.944003503796716,5.896445879601585,7.804487104681542,9.541034697367198,rRNA
NZ_LT629973.1/911756-908932,1.9773368010717842,3.9443690465150447,5.8970621612272245,7.805701264314692,9.542204633569014,rRNA
NZ_LT629973.1/911595-908936,1.9782297186217255,3.9461187554957675,5.899208405902924,7.805395585208102,9.534899078330955,rRNA
NZ_CP073100.1/279304-279419,1.9579081293405944,3.838647601862511,5.398986312563618,6.304562480056878,6.646640636343307,rRNA
NZ_CP073100.1/276248-276400,1.9821271569487497,3.940196481828767,5.677067822568788,6.773720940452604,7.066451154675838,rRNA
NZ_CP073100.1/274061-275598,1.979085876699703,3.950914661967021,5.89660589156832,7.759434758933999,9.288847648823461,rRNA
NZ_CP073100.1/4919751-4921284,1.979839345018189,3.9528451662424215,5.900915443669966,7.763930146146791,9.286341738204955,rRNA
NZ_CP073100.1/274066-275596,1.9777888928478429,3.9480294081992855,5.891815869330875,7.754726563252281,9.282370686314634,rRNA
NZ_CP073100.1/4919756-4921282,1.9785594901266146,3.9499458123773596,5.89606964914792,7.7591685920389235,9.279853599733423,rRNA
NZ_CP073100.1/274066-275593,1.9774256568944755,3.9473757766908686,5.890256354127691,7.751262848265588,9.279610731091346,rRNA
NZ_CP073100.1/4919756-4921279,1.9781938802866823,3.9492833198609976,5.894476721442304,7.755711995602116,9.277088889550782,rRNA
NZ_CP073100.1/276235-279060,1.9841039205520914,3.9589112732580003,5.911259436025085,7.821457005870731,9.541900852789423,rRNA
NZ_CP073100.1/4921918-4924740,1.9843776408532428,3.9593101562343014,5.911624377416825,7.821788014944682,9.541160310744388,rRNA
NZ_CP073100.1/276236-279061,1.9842672784273025,3.959075390984096,5.911656016465043,7.821609623250196,9.541900852789423,rRNA
NZ_CP073100.1/4921919-4924741,1.9845393749633269,3.9594744484299853,5.912021379601314,7.8219407946830595,9.541160310744388,rRNA
NZ_CP073100.1/4922082-4924728,1.98368968851846,3.9560717421974827,5.908431927856091,7.8132679982772615,9.516137697150402,rRNA
NZ_CP073100.1/276399-279048,1.9833981941177923,3.9556672858125013,5.908084611911944,7.813046028529512,9.516850474769184,rRNA
CP035288.1/813521-813635,1.9880855548879537,3.9437036876778744,5.649349205567422,6.52164063634331,6.722343794278048,rRNA
CP035288.1/1020593-1022143,1.9887665361240292,3.9735910167139687,5.941470202618049,7.84328103188632,9.39632369401691,rRNA
CP035288.1/808715-810265,1.9887665361240296,3.9734793845466587,5.9419704237989555,7.844495473737365,9.396071360774787,rRNA
CP035288.1/1020598-1022141,1.988034861416689,3.972308017016167,5.939907349959661,7.840854385554541,9.39156832251092,rRNA
CP035288.1/808720-810263,1.9880182987025108,3.972175619259827,5.940373848435523,7.8420743440136045,9.391314842299515,rRNA
CP035288.1/1020598-1022138,1.9876454305787157,3.9714868014458067,5.938763286398197,7.839248147409376,9.388210861123648,rRNA
CP035288.1/808720-810260,1.9876315400016156,3.9713541457717603,5.939230694227812,7.840470485501325,9.387956886155814,rRNA
CP035288.1/810527-813450,1.983531352890069,3.9584775897873947,5.922036287789035,7.842799407854491,9.599326404330135,rRNA
CP035288.1/810529-813450,1.9835047749452892,3.95857295251901,5.922242673225805,7.842654485806734,9.598915342231763,rRNA
CP035288.1/810692-813439,1.9834735265039611,3.9567988400946503,5.918289490097634,7.836265404306061,9.576827484649568,rRNA
NC_007795.1/492125-492239,1.9989545888220415,3.946560271414496,5.668160683612312,6.479186283645423,6.722343794278048,rRNA
NC_007795.1/453734-453847,1.9975320648156853,3.944550144750938,5.640673756875473,6.463290753718014,6.726814258979213,rRNA
NC_007795.1/495030-495184,1.9737951817328327,3.9171902551153104,5.7083225686532,6.754377842334012,7.105954408199233,rRNA
NC_007795.1/1906484-1904933,1.9888486268033483,3.9725559778752575,5.936391411172117,7.838463654889364,9.397268082960306,rRNA
NC_007795.1/493100-494651,1.9888758476177129,3.9728028900740586,5.937408556089333,7.837985088766146,9.40051068632507,rRNA
NC_007795.1/2127953-2126402,1.9887944983073613,3.972570316940245,5.9365827412861565,7.83665466722947,9.39898321347197,rRNA
NC_007795.1/448820-450372,1.9892606506570218,3.973547091585715,5.9387949247402325,7.8386363856197105,9.40106872537355,rRNA
NC_007795.1/2244355-2242802,1.989131111846648,3.9733158764367,5.938503632440086,7.8394567661665056,9.400532298498248,rRNA
NC_007795.1/1906479-1904935,1.9881697062255412,3.9713841421499327,5.934898309270352,7.837361748875629,9.395412918341872,rRNA
NC_007795.1/493105-494649,1.9881641890226247,3.971575036020951,5.935806562000652,7.836761867271167,9.3986702512482,rRNA
NC_007795.1/448825-450370,1.988563421738874,3.9723302982349886,5.937196025555321,7.837412678080476,9.39922777811419,rRNA
NC_007795.1/2127948-2126404,1.9880802210571733,3.9713384195444923,5.935012970953679,7.8354254062074125,9.39713583984223,rRNA
NC_007795.1/2244350-2242804,1.9884131023427416,3.972083496621655,5.936900225829256,7.838233342518544,9.398685877287706,rRNA
NC_007795.1/1906479-1904938,1.9877707161632736,3.970533414522564,5.933496382704362,7.833083939848176,9.39157248652189,rRNA
NC_007795.1/493105-494646,1.9877707161632736,3.9707375051784757,5.934455733597675,7.832482888883863,9.394836173133498,rRNA
NC_007795.1/448825-450367,1.9881774459483106,3.971505604492521,5.935846957320024,7.833135922283258,9.39539545192475,rRNA
NC_007795.1/2127948-2126407,1.9876865848360217,3.970500428059945,5.933660596594116,7.831143822632849,9.393298768727385,rRNA
NC_007795.1/2244350-2242807,1.9880279857987437,3.9712695077579,5.9356081510588234,7.833959138277754,9.394853160190117,rRNA
NC_007795.1/2125855-2122931,1.983758197826498,3.9590912923147115,5.922336500399375,7.845788366446251,9.600285237309071,rRNA
NC_007795.1/495016-497940,1.983758197826498,3.9590410658732837,5.922485312628904,7.846251615263623,9.599609383679825,rRNA
NC_007795.1/1904459-1901536,1.9836533527070364,3.9587876982709878,5.921731410286055,7.84484955294125,9.5985555636989,rRNA
NC_007795.1/450737-453661,1.983715057651904,3.9589860137844872,5.92243560766949,7.846089210623193,9.600069834884184,rRNA
NC_007795.1/2125853-2122931,1.9837415055297294,3.95920536431022,5.922552877632286,7.845645202912566,9.59961602273034,rRNA
NC_007795.1/495018-497940,1.9837415055297294,3.959152249512525,5.92269327573635,7.846108769023645,9.598939706029055,rRNA
NC_007795.1/450739-453661,1.9836994080190538,3.9591019348753025,5.922652052760854,7.845946253147162,9.599400472719001,rRNA
NC_007795.1/1904457-1901536,1.9836372359905057,3.9589000101309653,5.921939685477581,7.84465652858788,9.597885272956436,rRNA
NC_007795.1/2125690-2122942,1.983843699242573,3.958203998160395,5.91923921543819,7.839737879968896,9.578230657213034,rRNA
NC_007795.1/450902-453650,1.9837648286466352,3.9579191404566227,5.918719118520436,7.838747863135348,9.57661952808125,rRNA
NC_007795.1/495181-497929,1.983843699242573,3.9581664358878337,5.919418579006487,7.84020480985664,9.577740944570095,rRNA
NC_007795.1/1904294-1901547,1.983729009637663,3.957850507912195,5.918396050649026,7.838372403931947,9.576066791353565,rRNA
U00096.3/4040519-4040634,1.9389860973452837,3.8027285517060814,5.3751876851759235,6.37102066593588,6.664497779200451,rRNA
U00096.3/4171639-4171754,1.9312344054392856,3.7786099091336847,5.35246759337081,6.311242900430008,6.610926350629024,rRNA
U00096.3/3941808-3943349,1.980523689364195,3.9554714640349915,5.907891560031824,7.772414486418778,9.32630284639114,rRNA
U00096.3/3428762-3427221,1.9804039668268392,3.954222440700253,5.904504579964747,7.7726653170444555,9.33438171077957,rRNA
U00096.3/2731157-2729616,1.9800824029800028,3.954004013815958,5.901843296472616,7.765265819210868,9.319310071682326,rRNA
U00096.3/4035531-4037072,1.980833495761753,3.956082366622426,5.907095128097324,7.770619956351053,9.324614289471825,rRNA
U00096.3/4166659-4168200,1.980425337433822,3.9551371935501876,5.906108654644885,7.769509962536219,9.322040715986756,rRNA
U00096.3/223771-225312,1.9810282265004375,3.9557834308879274,5.908185188721271,7.771224951394196,9.329859852234465,rRNA
U00096.3/3941813-3943347,1.9798731275294448,3.95424857924602,5.906443022186023,7.771918676352582,9.324236047158594,rRNA
U00096.3/4035536-4037070,1.9801926904224074,3.954905725051689,5.905721537300059,7.770115946734937,9.322539769861462,rRNA
U00096.3/3428757-3427223,1.9797334300455423,3.953013729586905,5.903114435008192,7.7720849250375785,9.332351849529207,rRNA
U00096.3/4166664-4168198,1.979773662404631,3.953942407859617,5.904730559402632,7.769000881146797,9.31995442954792,rRNA
U00096.3/2731152-2729618,1.9793999071261785,3.952782791547811,5.900478028594931,7.76473734552166,9.31721130025973,rRNA
U00096.3/223776-225310,1.9803875618343678,3.954612067231076,5.906896351880045,7.770795664061358,9.326502980526989,rRNA
U00096.3/3941813-3943344,1.9794713240351132,3.9535077200791404,5.905630303432689,7.769625296436669,9.322052132263433,rRNA
U00096.3/223776-225307,1.9799904915491933,3.9538950462382005,5.906049590392481,7.768006367507755,9.324323516417238,rRNA
U00096.3/3428757-3427226,1.9793366960282177,3.9522698897799353,5.9023157569669245,7.770030280715293,9.330183868800997,rRNA
U00096.3/4166664-4168195,1.9793693436680377,3.953212582649761,5.903914482879134,7.766701776322045,9.31776210833546,rRNA
U00096.3/4035536-4037067,1.9797922202385907,3.954177787465332,5.904907403870479,7.767819029743257,9.320352524578936,rRNA
U00096.3/2731152-2729621,1.9790002147296486,3.952039060164671,5.899618682159749,7.762429875355591,9.315013593322224,rRNA
U00096.3/4210042-4212945,1.9791357935587155,3.947377354209,5.895218143029379,7.798927750964616,9.561862199022837,rRNA
U00096.3/2729185-2726282,1.9791357935587155,3.9473069736918407,5.894258983800212,7.7979776689717655,9.559971184038229,rRNA
U00096.3/4037518-4040422,1.9793169716726111,3.9469230062964646,5.8930909683819195,7.794186149199522,9.555962061918601,rRNA
U00096.3/225758-228661,1.9792436214764808,3.9468499626731197,5.89329169306235,7.795401289337139,9.55848718099685,rRNA
U00096.3/3943703-3946606,1.979220518515087,3.947976976408988,5.896631055736286,7.801685484724626,9.56518238773704,rRNA
U00096.3/3426784-3423881,1.9791343419759864,3.9471349162236358,5.89330196478035,7.7957564790337806,9.554097265805282,rRNA
U00096.3/2729184-2726281,1.9792627909233653,3.9476548385086008,5.894837895346619,7.798566703505189,9.560414015940005,rRNA
U00096.3/4210043-4212946,1.9792627909233653,3.9477320271463707,5.895790680834578,7.79951678549804,9.562305030924612,rRNA
U00096.3/225759-228662,1.9793694026540027,3.94720463561049,5.893844340033559,7.795990323870564,9.558930012898625,rRNA
U00096.3/4037519-4040423,1.9794427095519653,3.9472775571012813,5.893663308964314,7.794754260668302,9.556404741172356,rRNA
U00096.3/3943704-3946607,1.9793494666514215,3.948333887943771,5.8971772461858025,7.802253792026384,9.565625219638815,rRNA
U00096.3/3426783-3423880,1.9792626407058442,3.947485029767277,5.893854611751559,7.796324786335539,9.554540097707054,rRNA
U00096.3/2729025-2726292,1.9782321235024891,3.9448323431647307,5.892469445939704,7.796909747091915,9.546166368715218,rRNA
U00096.3/4210202-4212933,1.9783643080432132,3.9451040425009416,5.893677765630909,7.798101582734004,9.548399386634353,rRNA
U00096.3/4037678-4040410,1.978578161807359,3.9446157747859107,5.891496739407384,7.793316959074344,9.54401328690984,rRNA
U00096.3/225918-228649,1.9785013639177014,3.94459496029239,5.891615687134171,7.7945544934221,9.544632696463733,rRNA
U00096.3/3943863-3946594,1.9784646204735314,3.945791654534521,5.895383148095355,7.801208923689647,9.552276273755256,rRNA
U00096.3/3426624-3423891,1.978236336632137,3.944663469012135,5.89149486977273,7.794743781369469,9.540686976142174,rRNA
NZ_CP071878.1/5348415-5348526,1.9799539730110183,3.906588958292721,5.577690368125497,6.41713237517609,6.662294909570865,rRNA
NZ_CP071878.1/5345236-5345383,1.956905581890719,3.8402595715720906,5.587745217234296,6.602154348561032,6.984127171566195,rRNA
NZ_CP071878.1/6235097-6236616,1.9859843745151848,3.9693510210187544,5.9329452336913135,7.82050841352249,9.382524421955202,rRNA
NZ_CP071878.1/5921547-5923062,1.9860099152544248,3.9695885787110337,5.933394842476021,7.8204655515163495,9.38014301864486,rRNA
NZ_CP071878.1/5343015-5344533,1.9856254607000512,3.968816352479541,5.932132136477551,7.8176906544526705,9.37575315014644,rRNA
NZ_CP071878.1/6235102-6236614,1.9855658616127945,3.9686817482874748,5.932488283247833,7.819492754082897,9.37780930677228,rRNA
NZ_CP071878.1/5921552-5923060,1.985602283970435,3.9689363324867792,5.932956490085538,7.819464741216278,9.375422064847598,rRNA
NZ_CP071878.1/5343020-5344531,1.9852047147891496,3.9681602764409383,5.931679335499429,7.816665674117402,9.371007905744595,rRNA
NZ_CP071878.1/5921552-5923057,1.9851553325673477,3.967929113513559,5.931640367987764,7.8170162100228495,9.372020428252535,rRNA
NZ_CP071878.1/6235102-6236611,1.9851240781270794,3.967694084509309,5.93116710525995,7.817043152146391,9.374413824802579,rRNA
NZ_CP071878.1/5343020-5344528,1.984755038023824,3.967134140096334,5.9303140437180435,7.814210719752053,9.367598518328782,rRNA
NZ_CP071878.1/5345221-5348100,1.978165084221335,3.950466014971548,5.908688682238351,7.82911680547953,9.586995253586448,rRNA
NZ_CP071878.1/5923749-5926628,1.9779638850196026,3.9499494335114704,5.908070797639959,7.8281844402067335,9.586163159188597,rRNA
NZ_CP071878.1/6237303-6240182,1.977816875406042,3.9497243311982198,5.907637336977384,7.827370217025022,9.584951774120668,rRNA
NZ_CP071878.1/6237305-6240182,1.9778054509972285,3.9498940735538324,5.907798516460773,7.8272972232040186,9.584837073014066,rRNA
NZ_CP071878.1/5345223-5348100,1.9781541062265262,3.950634275075973,5.908850592838055,7.829045026676581,9.586881974525404,rRNA
NZ_CP071878.1/5923751-5926628,1.9779527672060295,3.950117334504697,5.908232278556354,7.828112012801857,9.586049301077868,rRNA
NZ_CP071878.1/6237446-6240325,1.980501255738789,3.9561295030261268,5.915752262690882,7.838567326415288,9.59266667396122,rRNA
NZ_CP071878.1/5923892-5926770,1.9808922891191947,3.9571274191691006,5.917534467617417,7.841702293111124,9.597765934663204,rRNA
NZ_CP071878.1/5345364-5348243,1.9808243080005763,3.9568309118868177,5.9166851413723585,7.840004093569602,9.594286203166613,rRNA
NC_019693.1/2201352-2201469,1.9460567652304692,3.8009858320618832,5.362092689328674,6.410707442248734,6.745170715919139,rRNA
NC_019693.1/3799265-3800754,1.9802399631293386,3.9524130277306684,5.901823564874249,7.7737906358230004,9.29942753665016,rRNA
