nameseq,faverage,fmedian,fmaximum,fminimum,fpeak,fnone_levated_peak,fsample_standard_deviation,fpopulation_standard_deviation,fpercentile15,fpercentile25,fpercentile50,fpercentile75,famplitude,fvariance,finterquartile_range,fsemi_interquartile_range,fcoefficient_of_variation,fskewness,fkurtosis,label
AE006468.2/2801658-2800124,3070.0000000000023,2041.4845946059006,29362.076914983652,1.4134516562179547,0.16666666666666655,10.42376000213422,3220.5279070363604,3221.5774517626214,495.4734572647106,929.5578682041867,2041.4845946059006,4220.479650569658,29360.663463327433,10378561.277705345,3290.921782365471,1645.4608911827354,1.0490318915427876,0.9580870916972523,0.24518880501196455,rRNA
AE006468.2/3572009-3570475,3070.0,2087.0694933478626,29243.716315765,2.210153842417561,0.16666666666666669,10.436739878769362,3233.4192428449487,3234.4729887562025,513.7658716674121,888.0682428712328,2087.0694933478626,4221.764696185862,29241.50616192258,10461815.514993481,3333.6964533146293,1666.8482266573146,1.0532310237279963,0.9119731462233445,0.24361227569905805,rRNA
AE006468.2/4394693-4396228,3072.0000000000005,2073.501008910496,29279.63530751364,4.0993164350570925,0.16666666666666663,10.458519221473646,3276.5542876625746,3277.6213954217446,512.0328214677627,902.157970529551,2073.501008910496,4047.0635783259722,29275.53599107858,10742802.011726385,3144.9056077964215,1572.4528038982107,1.0665866821818275,0.9142216823776295,0.23330437004399185,rRNA
AE006468.2/2801658-2800127,3063.999999999994,2037.955398500392,26609.24958646344,4.115050189914367,0.166666666666667,10.465741375058501,3226.4754764293493,3227.5290194701392,484.7278515441476,836.5603788867326,2037.955398500392,4163.937540358425,26605.134536273526,10416943.57152188,3327.377161471693,1663.6885807358465,1.0530272442654556,0.9540236170972826,0.24377022913717764,rRNA
AE006468.2/3572009-3570478,3064.0000000000055,2048.333162325785,26908.64956413877,0.07774694438292647,0.16666666666666638,10.478125614507272,3251.0970456139876,3252.158628351052,485.7671782007335,839.9027882921548,2048.333162325785,4107.881287002595,26908.571817194388,10576535.743958196,3267.9784987104404,1633.9892493552202,1.0610630044432054,0.9372222576786288,0.2329487892183349,rRNA
AE006468.2/4100150-4101681,3064.000000000004,2072.269223438927,28721.37371050656,0.5306378456307317,0.16666666666666646,10.472489734545565,3238.3501972455047,3239.407617746256,497.48439769585724,864.1659835241604,2072.269223438927,4199.3413226428875,28720.84307266093,10493761.713912474,3335.175339118727,1667.5876695593636,1.0569028058895236,0.9187370569785468,0.2447206752146081,rRNA
AE006468.2/289185-290716,3064.0000000000014,2069.2194641911806,26888.026840209823,3.8791596926855436,0.1666666666666666,10.480803737742553,3267.4369159939415,3268.503834199027,489.39671831326575,851.5298155841988,2069.2194641911806,4095.7853815205617,26884.147680517137,10683117.314173741,3244.255565936363,1622.1277829681815,1.0663958603113382,0.9133586000752634,0.24000396729068424,rRNA
AE006468.2/4394693-4396225,3065.9999999999995,2009.3495262195893,31058.1362303115,1.1755570164774016,0.16666666666666669,10.510431236847031,3290.79443295992,3291.868276823698,466.26155560727574,841.1849485418705,2009.3495262195893,4102.588987724807,31056.96067329502,10836396.751958225,3261.4040391829367,1630.7020195914683,1.073318471285036,0.9632784684426501,0.2391179868553467,rRNA
AE006468.2/2799768-2796761,6016.000000000014,3994.5166741723087,64532.0,1.6841035069264734,0.16666666666666627,14.719375589111685,6402.65320004137,6403.71773628616,911.5108213881769,1623.700916973769,3994.5166741723087,8169.089676818761,64530.31589649308,41007600.846025944,6545.388759844993,3272.6943799224964,1.064270811177087,0.9471776446433067,0.24097854711487504,rRNA
AE006468.2/3570080-3567089,5984.000000000005,4048.659518546129,51219.99999999999,0.7440494071875337,0.16666666666666655,14.602281249958493,6139.145217373506,6140.171401286628,947.0229458687761,1715.9790230611568,4048.659518546129,8168.857148037442,51219.25595059281,37701704.83717819,6452.878124976285,3226.4390624881426,1.0259266740263204,0.9457377597016023,0.24457115364611082,rRNA
AE006468.2/4353199-4356190,5984.000000000009,4065.1734137064846,51219.99999999999,1.0759507259453833,0.1666666666666664,14.598070073770755,6130.496880351542,6131.5216186587995,935.3765902916602,1728.6171867739695,4065.1734137064846,8147.028183493228,51218.92404927405,37595557.36008023,6418.410996719259,3209.2054983596295,1.024481430540029,0.9389907329257917,0.24117396165456365,rRNA
AE006468.2/4198128-4201119,5983.999999999987,4050.804113721216,50816.00000000001,0.399417650691107,0.16666666666666702,14.5907836923224,6120.805175791825,6121.828294089952,957.5384739542261,1692.3555550233345,4050.804113721216,8161.267769041582,50815.60058234932,37476781.662320286,6468.912214018248,3234.456107009124,1.0228618275053205,0.9475203820853593,0.24363906137396546,rRNA
AE006468.2/4396623-4399614,5984.000000000004,4044.920355664033,52040.0,3.4177133366580272,0.16666666666666657,14.600166588369316,6143.0025231966165,6144.02935187461,934.7893787174658,1746.5320401615952,4044.920355664033,8151.15902572777,52036.58228666334,37749096.67669675,6404.626985566175,3202.3134927830874,1.0265712772721611,0.9469699729149406,0.2427826195537416,rRNA
AE006468.2/4102040-4105031,5984.000000000001,4041.133042441597,52435.99999999999,0.6864755627139094,0.16666666666666666,14.602287726481498,6148.650583664678,6149.678356439707,943.6027932075799,1711.3786109813127,4041.133042441597,8203.1851627786,52435.313524437275,37818543.88766298,6491.806551797287,3245.9032758986436,1.0275151376444982,0.9479479754729024,0.2462629917366915,rRNA
AE006468.2/291234-294324,6181.9999999999745,4052.2332348126965,61334.934967609326,0.5335395785206931,0.16666666666666735,14.8760907468453,6457.162844469695,6458.207608305424,971.1006346542697,1747.5771515775402,4052.2332348126965,8537.427267690615,61334.401428030804,41708445.511974074,6789.850116113074,3394.925058056537,1.0445103274781173,0.9894903457536335,0.25024649984232095,rRNA
AE006468.2/4198129-4201120,5984.000000000005,4059.879087322224,51235.99999999999,0.748695077068035,0.16666666666666655,14.590284298470866,6126.797532153319,6127.8216520989845,942.8456157229195,1698.1636124482832,4059.879087322224,8183.59216832433,51235.251304922924,37550198.19993313,6485.428555876047,3242.7142779380233,1.0238632239561019,0.9421500723240959,0.24312928783180793,rRNA
AE006468.2/4353200-4356191,5984.0,4095.332420577449,51616.0,4.652637795557463,0.16666666666666669,14.597252905481463,6136.547563573511,6137.573313277888,931.074583312475,1742.448689993373,4095.332420577449,8081.256209348114,51611.34736220444,37669806.175860904,6338.807519354741,3169.4037596773705,1.0254925741265895,0.9233209193881251,0.23948495942841527,rRNA
AE006468.2/3570079-3567088,5983.999999999999,4051.6046594421455,51616.0,7.870438242628892,0.16666666666666669,14.602034812351482,6144.067707960256,6145.094714688358,947.5491664412532,1700.1450494401095,4051.6046594421455,8147.919437194497,51608.12956175737,37762189.0524908,6447.774387754387,3223.8871938771936,1.026749282747369,0.9435420143828697,0.2433729310480824,rRNA
AE006468.2/4396624-4399615,5984.000000000003,4031.9645218849782,52435.99999999999,3.705460859804004,0.1666666666666666,14.599895432733257,6147.770978167615,6148.79860391289,938.053024640818,1755.8368652045347,4031.9645218849782,8176.92526815819,52432.29453914019,37807724.2714811,6421.0884029536555,3210.5442014768278,1.0273681447472613,0.9525576758050486,0.24477528509410976,rRNA
AE006468.2/2799767-2796760,6016.000000000014,3990.537836603354,64912.0,2.688042512883042,0.16666666666666627,14.723146387615905,6409.672690551368,6410.7383938907715,899.6140824424139,1598.8466751718113,3990.537836603354,8152.953627252771,64909.311957487116,41097566.754905224,6554.10695208096,3277.05347604048,1.0654376147857967,0.9480026178477577,0.24014817608894434,rRNA
AE006468.2/4102041-4105032,5983.999999999999,4089.451943700121,52840.0,0.599185374423922,0.16666666666666669,14.602355799659176,6153.549869790607,6154.578461501893,935.3549168365131,1716.989717835195,4089.451943700121,8207.722408216476,52839.40081462557,37878836.03878301,6490.732690381281,3245.3663451906405,1.0283338686147405,0.9236366470030798,0.2450894505654134,rRNA
AE006468.2/291235-294325,6182.0,4042.811164454358,61201.673852576656,1.0625099935416829,0.16666666666666666,14.878399218551802,6463.854577572114,6464.900424124961,974.0020028632721,1763.4442241026022,4042.811164454358,8451.81331552025,61200.61134258311,41794937.4938511,6688.369091417648,3344.184545708824,1.045592781878375,0.9928389368325526,0.24713752363354335,rRNA
AE006468.2/2799608-2796773,5671.99999999998,3847.37530273395,60819.99999999999,0.3285628744482585,0.16666666666666727,14.220771134678396,5921.268782955221,5922.313006362149,939.4143051020834,1633.122061092717,3847.37530273395,7628.241490666781,60819.671437125544,35073791.34532628,5995.119429574064,2997.559714787032,1.0439472466423205,0.9244427659752608,0.24076232500050285,rRNA
AE006468.2/3569920-3567099,5643.999999999996,3736.972424156343,64145.69371260317,0.5945324450330383,0.16666666666666677,14.192580522891378,5860.462780361291,5861.501409129812,877.7028899861141,1533.1635694527922,3736.972424156343,7840.492922767278,64145.09918015814,34357198.76923077,6307.329353314486,3153.664676657243,1.038352725081732,0.9762168862675145,0.2517243367874153,rRNA
AE006468.2/4353359-4356180,5643.999999999996,3760.8114901612,61663.01229890578,1.1164301491384,0.16666666666666677,14.192993185745717,5856.4330440977465,5857.470958690583,861.9339121714039,1560.3676572690595,3760.8114901612,7825.638067540861,61661.89586875664,34309966.03190358,6265.270410271802,3132.635205135901,1.0376387392093818,0.9646768753226261,0.2487768737950861,rRNA
AE006468.2/4396783-4399604,5644.0,3747.8120308121456,62108.13258303264,0.5320504505233724,0.16666666666666666,14.19397358241983,5860.387700485353,5861.426315947736,873.3101516378175,1573.351634845919,3747.8120308121456,7805.760015996541,62107.60053258212,34356318.45728465,6232.4083811506225,3116.2041905753113,1.0383394224814586,0.9706804734254083,0.24710866138119564,rRNA
AE006468.2/4198288-4201109,5644.0000000000155,3776.6268248309234,63050.08400589197,3.710715408880992,0.1666666666666662,14.204182185151499,5873.798089822291,5874.839081959809,855.0565845009011,1543.807618158669,3776.6268248309234,7803.140261397787,63046.37329048309,34513734.238922365,6259.332643239119,3129.6663216195593,1.0407154659500841,0.9537473777340489,0.248005434575712,rRNA
AE006468.2/4102200-4105021,5644.000000000007,3735.690177615442,63482.96309087393,1.953141783052184,0.16666666666666644,14.200293646122315,5879.428543659665,5880.470533662291,859.2596617882396,1548.1525801423736,3735.690177615442,7864.13590090917,63481.009949090876,34579933.697270475,6315.983320766796,3157.991660383398,1.0417130658504,0.9737220929961673,0.24764814033878785,rRNA
AE006468.2/291394-294314,5842.000000000007,3972.0689409108354,60731.92310736178,0.9527994832999876,0.16666666666666646,14.41192177181959,6003.140511432329,6004.168358458341,908.8543988607727,1672.003157684606,3972.0689409108354,7953.1917253406555,60730.97030787848,36050037.67671233,6281.18856765605,3140.594283828025,1.027583107057912,0.9344764072378906,0.2464767868480748,rRNA
NZ_CP029463.1/451506-451397,220.0,146.04617286899241,978.2054795232432,1.8139967658480234,0.16666666666666666,2.7800727447493374,204.1959842896035,205.13052456933792,41.87675405443879,58.100322486679005,146.04617286899241,329.8799855808993,976.3914827573951,42078.53211009174,271.77966309422027,135.88983154711013,0.9281635649527432,1.086512460883486,0.28383102579605735,rRNA
NZ_CP029463.1/2898154-2899670,3034.000000000002,1992.3167210197068,30000.9606253929,0.737360028962869,0.16666666666666657,10.457999325636377,3257.751371728665,3258.825650858188,460.37003641166467,811.6122816880174,1992.3167210197068,4118.464752206984,30000.22326536394,10619944.622691292,3306.852470518966,1653.426235259483,1.0737479801346945,0.9592659108551417,0.24693975518889083,rRNA
NZ_CP029463.1/456422-454907,3032.000000000003,2023.7585812536677,36940.529741917366,8.908138498263513,0.1666666666666665,10.448639836005087,3245.908193402888,3246.979273515657,451.684250985781,782.6773895203441,2023.7585812536677,4214.184720440417,36931.6216034191,10542874.402640263,3431.5073309200725,1715.7536654600362,1.0705501957133525,0.9318576114957827,0.24655784776725032,rRNA
NZ_CP029463.1/940436-938922,3029.999999999998,2085.1197736109107,21469.87611727319,2.609363459075477,0.16666666666666677,10.36705947841992,3053.906350888972,3054.914740003754,472.337865971989,884.1361422866592,2085.1197736109107,4084.9737297239053,21467.266753814114,9332504.068692205,3200.837587437246,1600.418793718623,1.0078898847818396,0.9282015731563338,0.23033468212407318,rRNA
NZ_CP029463.1/456417-454909,3017.9999999999936,2040.1874882488469,24405.252833744704,0.9873935515091571,0.16666666666666702,10.389845289485981,3157.282375714911,3158.329046513003,470.0296708793573,837.394555418101,2040.1874882488469,4188.889234911796,24404.265440193194,9975042.366047734,3351.494679493695,1675.7473397468475,1.046150555240198,0.9291020523906149,0.24987860517323635,rRNA
NZ_CP029463.1/2898159-2899668,3020.0000000000005,2013.6645304489105,28738.957140457052,2.00951453207189,0.16666666666666663,10.38769708557652,3194.6405118573184,3195.6988655427576,468.2475218194138,874.4530959125773,2013.6645304489105,4057.2224770777298,28736.947625924982,10212491.239231268,3182.7693811651525,1591.3846905825762,1.0578279840587146,0.9450222638346444,0.24331766030597615,rRNA
NZ_CP029463.1/940431-938924,3015.9999999999977,1995.9823324107065,25412.69650333904,0.6614871444988953,0.1666666666666668,10.357671562190594,3067.629703859317,3068.6473286024716,453.8340659759815,873.9796660787451,1995.9823324107065,4179.426406651833,25412.035016194543,9416596.427339086,3305.4467405730875,1652.7233702865437,1.017118602075371,0.9975301122290245,0.2516291981648046,rRNA
NZ_CP029463.1/2898159-2899665,3014.0000000000005,2040.0299423147892,24507.64839967753,1.4151239565260527,0.16666666666666663,10.422921806638604,3194.6768224657703,3195.7372961289925,454.0888250776359,791.1799506114328,2040.0299423147892,3966.313597740067,24506.233275721006,10212736.865869844,3175.133647128634,1587.566823564317,1.0599458601412641,0.9146183903511076,0.23203395999837956,rRNA
NZ_CP029463.1/456417-454912,3011.999999999995,1947.6521910697838,26028.02788488066,1.3116465576615464,0.16666666666666693,10.41606991639939,3206.0068621261544,3207.0718038137634,418.3730606885109,794.7795173978358,1947.6521910697838,4107.745718931743,26026.716238323,10285309.554817265,3312.966201533907,1656.4831007669536,1.0644113088068259,0.9959565166598165,0.24291262378665485,rRNA
NZ_CP029463.1/940431-938927,3010.000000000007,1918.5346282612293,23320.466807324243,2.274850777167761,0.1666666666666663,10.374068823077385,3101.59700799443,3102.627952682364,456.67416708863016,815.9523289563905,1918.5346282612293,4111.750690631429,23318.191956547074,9626300.212765956,3295.798361675039,1647.8991808375195,1.0304308996659213,1.0557129461940122,0.2382994954270404,rRNA
NZ_CP029463.1/2900078-2902948,5741.99999999999,3963.727209280564,54011.44637384368,0.30145211638126157,0.16666666666666696,14.209494849923066,5810.166951129717,5811.179087179748,1071.0945824312178,1753.5003262529412,3963.727209280564,7804.457389487953,54011.144921727304,33769802.383275256,6050.957063235011,3025.4785316175057,1.0118716389985591,0.9181867607299973,0.24680571659471498,rRNA
NZ_CP029463.1/454500-451631,5739.999999999998,3914.2822025481937,60213.321951640515,3.805508102046547,0.1666666666666667,14.22369866332116,5858.700197142707,5859.7211434251185,999.0562427169295,1699.5184438523665,3914.2822025481937,7969.934348102438,60209.51644353847,34336331.87870338,6270.415904250071,3135.2079521250357,1.0206794768541305,0.9348751784613635,0.25459346080802797,rRNA
NZ_CP029463.1/938515-935648,5736.0000000000055,4000.559017311727,58154.51946953365,2.455270219778103,0.16666666666666652,14.22115359479158,5759.693047376744,5760.697440626575,956.5659593821201,1682.7895889713318,4000.559017311727,7944.33117931298,58152.06419931387,33185635.00244158,6261.541590341648,3130.770795170824,1.004130587060101,0.9039236822587374,0.2490122625404268,rRNA
NZ_CP029463.1/2900080-2902948,5737.999999999997,3891.6390500172856,50901.47700287867,1.0057968453511839,0.16666666666666674,14.260636024505395,5947.8251487413445,5948.861987439841,988.0571136759659,1661.6390546269267,3891.6390500172856,7688.020352212189,50900.47120603332,35388958.94560669,6026.3812975852625,3013.1906487926312,1.0365676453017336,0.9312786962340838,0.24173715207282023,rRNA
NZ_CP029463.1/454498-451631,5735.999999999999,3843.787120729001,52547.25886671368,0.58555193399944,0.16666666666666669,14.266126901609557,5846.515543466895,5847.5350770945715,917.5874382177144,1689.277900721192,3843.787120729001,7942.623407203353,52546.673314779684,34193666.47785141,6253.345506482161,3126.6727532410805,1.0192670054858606,0.9709439059229515,0.2509331866818998,rRNA
NZ_CP029463.1/938513-935648,5732.000000000004,3949.2807478478207,50495.481152801054,2.1768483630447433,0.16666666666666657,14.247833626990932,5817.019167924411,5818.034265945911,967.850086135015,1607.514231950213,3949.2807478478207,8019.461238499458,50493.30430443801,33849522.71972077,6411.947006549245,3205.9735032746225,1.0148323740272867,0.9193983382325422,0.2575044096749287,rRNA
NZ_CP029463.1/454354-451490,5730.000000000004,3888.4621993283977,56580.943850199,3.154227976111426,0.16666666666666657,14.27766309342358,5888.532584608835,5889.560520827647,887.63130659498,1594.9734136778006,3888.4621993283977,7829.29402037574,56577.78962222289,34686923.12849163,6234.320606697939,3117.1603033489696,1.0276671177327803,0.9381986636967568,0.24773291377701004,rRNA
NZ_CP029463.1/2900225-2903090,5731.999999999992,3957.673297654357,51210.254840670066,3.0226426541111757,0.1666666666666669,14.269992894429194,5859.690094194402,5860.712638499227,920.5491910969039,1608.5498263287332,3957.673297654357,7672.092497487783,51207.232198015954,34347952.63106458,6063.54267115905,3031.771335579525,1.0222767086870919,0.9084064210683678,0.23591280781593182,rRNA
NZ_CP029463.1/938370-935507,5727.999999999996,3982.6795610722734,54224.015498533256,0.5852988914968017,0.16666666666666677,14.258873696862304,5812.050928889044,5813.065868376199,916.98182291207,1646.5610042015264,3982.6795610722734,7700.4562958844635,54223.430199641756,33791734.79008033,6053.895291682937,3026.9476458414683,1.0146736956859372,0.9008801507154044,0.23917867203156856,rRNA
AL123456.3/1476900-1477012,225.99999999999997,163.75540250758647,1665.9999999999998,2.0113122518821913,0.16666666666666669,2.857542431705496,242.7838544878962,243.86530239926648,28.309555147093338,58.11037074691366,163.75540250758647,324.5258794718472,1663.9886877481176,59470.28571428568,266.41550872493355,133.20775436246677,1.0742648428667976,0.7691359578713253,0.28651729173396795,rRNA
AL123456.3/1473670-1473825,312.0,221.62526932965721,1501.6297332260508,4.103770259879915,0.16666666666666666,3.3405891219399235,306.4375956047168,307.4245147317704,40.784946056017,68.1430832146132,221.62526932965721,443.4886548971649,1497.525962966171,94509.83225806449,375.34557168255174,187.67278584127587,0.9821717807843487,0.8847615171891627,0.2683394294107532,rRNA
AL123456.3/1471849-1473380,3064.0000000000023,2101.0231355623514,78031.99999999997,0.8387318629288693,0.16666666666666655,10.486691212335607,3598.1595295372877,3599.334438802735,473.58380283153565,851.3165709626427,2101.0231355623514,4150.627894690289,78031.16126813705,12955208.4023514,3299.3113237276466,1649.6556618638233,1.1743340501100799,0.802891191899004,0.2562312248238575,rRNA
AL123456.3/1471854-1473378,3050.0000000000036,2103.748597531291,78642.0,1.2180885539394577,0.16666666666666646,10.463586221591624,3570.3377991445013,3571.5089777225476,458.7639738116247,839.2547882533714,2103.748597531291,4125.342243830665,78640.78191144606,12755676.377952756,3286.087455577294,1643.043727788647,1.1706025570965564,0.795094012697157,0.2455862105295175,rRNA
AL123456.3/1471854-1473375,3043.9999999999995,2113.7005533840183,78404.00000000003,1.9189032424191101,0.16666666666666669,10.454308738953594,3579.8502761987133,3581.0268909473953,434.0554457953038,832.4204310859402,2113.7005533840183,4191.730674267483,78402.08109675761,12823753.593688367,3359.3102431815423,1679.6551215907712,1.176034913337291,0.779613147064764,0.2588385219326982,rRNA
AL123456.3/1473656-1476795,6279.999999999991,4299.489933900326,212500.0,1.8848165200277172,0.1666666666666669,14.92532509871295,7166.840307973942,7167.981797239439,997.821790768667,1898.0091169319708,4299.489933900326,8723.3188313435,212498.11518347997,51379963.04555594,6825.309714411529,3412.6548572057645,1.1412166095499925,0.8290306387444343,0.2511461287838757,rRNA
AL123456.3/1473658-1476795,6275.999999999985,4190.500810410671,212104.00000000006,0.9640205816215871,0.16666666666666705,14.983775367286112,7260.824195640605,7261.981391312251,973.0502782554147,1767.2094323025872,4190.500810410671,8685.899251968085,212103.03597941843,52736373.72776541,6918.689819665498,3459.344909832749,1.1569190878968485,0.8616787020575903,0.2476959396047111,rRNA
AL123456.3/1473819-1476784,5931.999999999996,4144.631254947659,190240.0,0.2209810609455517,0.16666666666666677,14.498393160148204,6751.157530379511,6752.2959095344495,958.7947026028581,1682.564373845932,4144.631254947659,7984.847957863065,190239.77901893907,45593500.049915664,6302.283584017133,3151.1417920085664,1.1380912896796216,0.7942499061869153,0.24647922816311196,rRNA
NC_005042.1/358431-358547,234.00000000000003,185.70361314647215,953.6509456180959,1.726509432216874,0.16666666666666666,2.82816914769394,192.7900412365742,193.61924954173188,37.391312561548894,66.08045704988922,185.70361314647215,349.785517073664,951.924436185879,37488.41379310344,283.70506002377476,141.85253001188738,0.8238890651135649,0.7515386149162601,0.2925943545607783,rRNA
NC_005042.1/353311-354795,2969.999999999998,1990.2398388133677,34236.546244289144,2.627656971615665,0.16666666666666677,10.222051686907278,3110.171699440402,3111.2194244825655,554.8463416495752,919.8058066738738,1990.2398388133677,3984.749084921574,34233.91858731753,9679686.307277625,3064.9432782477006,1532.4716391238503,1.0471958583974423,0.9450540894860378,0.24540910820516007,rRNA
NC_005042.1/353316-354793,2955.999999999995,2005.9473651588537,24803.999999999993,7.389897041425773,0.16666666666666696,10.208789423971247,2996.1842399959305,2997.198348754026,502.2189294586123,836.5425134465161,2005.9473651588537,4141.238224898013,24796.610102958566,8983197.94177386,3304.695711451497,1652.3478557257486,1.0135941271975424,0.9512625647237551,0.26003814365373223,rRNA
NC_005042.1/353316-354790,2950.0,2011.8917757055906,29384.132443291182,2.9733976230632755,0.16666666666666669,10.273552959642466,3141.0737017777856,3142.1390142390674,468.07786869837395,835.5947694774584,2011.8917757055906,4061.71336539033,29381.15904566812,9873037.584803257,3226.1185959128716,1613.0592979564358,1.064770746365351,0.8959753702341897,0.2543777597810515,rRNA
NC_005042.1/355460-358335,5751.999999999994,3910.1790587593828,54171.4906539893,0.852160758355393,0.16666666666666685,14.296440921296776,5800.56411049822,5801.5728165506225,910.9285479382573,1637.7494965182184,3910.1790587593828,7937.560921505778,54170.638493230945,33658247.14573912,6299.81142498756,3149.90571249378,1.008442995566451,0.9525733563950287,0.240007017405543,rRNA
NC_005042.1/355462-358335,5747.999999999999,4000.87844397772,45031.999999999985,3.8004687454654986,0.16666666666666669,14.275331442708458,5789.5726958040705,5790.580191277772,947.3519547112799,1660.523348694459,4000.87844397772,7804.195005056065,45028.19953125452,33530818.951618522,6143.671656361606,3071.835828180803,1.0072325497223507,0.9053111418508414,0.23699688736205554,rRNA
NC_005042.1/355608-358430,5645.999999999995,3791.832361572768,43179.38956316872,0.6744093527730151,0.1666666666666668,14.162444968031952,5615.714380201328,5616.7092804447975,865.9125769556364,1543.4087603807134,3791.832361572768,8118.342232190778,43178.715153815945,31547423.14103472,6574.933471810065,3287.4667359050327,0.994635915728185,0.9905245421477903,0.25690856743804874,rRNA
NZ_CP072646.1/111049-111165,234.00000000000023,168.20187026607186,1200.1600224354731,3.6477672748507746,0.1666666666666665,2.8800585922168223,227.36754385795697,228.34547329083136,35.602708815483005,65.54872372039887,168.20187026607186,322.87352132380147,1196.5122551606223,52141.65517241378,257.3247976034026,128.6623988017013,0.9716561703331486,0.868173116762448,0.23699156138258562,rRNA
NZ_CP072646.1/106357-107858,3004.0000000000005,2017.6108457268215,31070.30734518544,1.1545191165869233,0.16666666666666666,10.384941269277103,3225.228053952153,3226.3022348491977,454.69142668780734,836.7075296512702,2017.6108457268215,3963.925462456536,31069.152826068854,10409026.110592928,3127.2179328052657,1563.6089664026329,1.0736444919947246,0.9175064253808072,0.2347146857175532,rRNA
NZ_CP072646.1/106362-107856,2990.0000000000005,2072.0479695613767,23997.816650898585,0.7378375089657087,0.16666666666666663,10.362029766921731,3153.2015476337697,3154.256659440992,427.4500462029607,793.0179865196744,2072.0479695613767,4081.2020445617936,23997.07881338962,9949335.073627844,3288.1840580421194,1644.0920290210597,1.0545824574025984,0.8733523847793441,0.2517192558555631,rRNA
