nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/3088647-3087099,1548.999999999997,996.908551558756,616123.0000000001,99.869256979831,0.333333333333334,8.455124617443374,15634.624843596346,15639.67397172526,519.8290499256882,673.3381637867516,996.908551558756,1498.5738350843408,616023.1307430203,244599401.94186056,825.2356712975892,412.6178356487946,10.09336658721522,0.10593630239884537,0.247733714446608,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/9751-11293,1543.0,1027.5988805466293,612335.0,90.3783203485976,0.33333333333333337,8.42114806415157,15568.25924758449,15573.306503106163,504.53684342307696,668.9389562952961,1027.5988805466293,1500.8826057381798,612244.6216796514,242527875.4396887,831.9436494428837,415.97182472144186,10.08960417860304,0.09931767796068883,0.25961331578010405,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/923729-925271,1542.9999999999975,1020.5775325963743,612443.0,73.33874922676073,0.3333333333333339,8.423067385113695,15571.002793654621,15576.05093863849,509.9051809804994,671.1145143689246,1020.5775325963743,1490.6077538443312,612369.6612507732,242613362.84306097,819.4932394754067,409.7466197377033,10.091382238272615,0.10065295234867921,0.2555024357567972,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/160827-162369,1542.9999999999982,1026.277828985634,612657.0,72.49345213024378,0.33333333333333376,8.422548484000552,15576.339171962072,15581.389047008654,506.373212871595,674.3287784347174,1026.277828985634,1489.7658233893226,612584.5065478698,242779684.63424125,815.4370449546052,407.7185224773026,10.094840681764154,0.09952059312071503,0.258654568164752,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/30220-31762,1543.0,1028.5940900749242,612769.0,75.39479203933664,0.33333333333333337,8.42476359610319,15579.118139355642,15584.168915348075,508.4724215547974,671.445636651233,1028.5940900749242,1496.104890897945,612693.6052079607,242866320.78210115,824.6592542467121,412.32962712335603,10.096641697573325,0.09905680899079795,0.2594726083313258,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/3088642-3087101,1542.000000000003,1015.6062545298015,611510.0,51.47125298296703,0.3333333333333327,8.483700365290876,15553.21310855091,15558.258757705076,494.62648082258625,659.6029360455691,1015.6062545298015,1481.3782807057332,611458.528747017,242059415.57170668,821.7753446601641,410.88767233008207,10.086389823962957,0.10153408336843245,0.2446884062971356,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/9751-11290,1539.9999999999989,1038.7258752508653,610274.0,70.95768947788359,0.3333333333333336,8.413161167859228,15530.366640874905,15535.411424714594,507.70339719489385,668.7701757223564,1038.7258752508653,1460.6724325683526,610203.0423105222,241349008.1351527,791.9022568459962,395.9511284229981,10.08465366290579,0.09683109285323882,0.24253522531408706,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/3088642-3087104,1538.9999999999975,1007.0928683969131,609455.0,68.02520668133269,0.33333333333333387,8.44882761931633,15516.040603195133,15521.084009992781,505.4633697099426,651.4437006371504,1007.0928683969131,1493.1403493419657,609386.9747933187,240904048.8452536,841.6966487048153,420.84832435240764,10.081897727872098,0.10284333713851296,0.24782618774458556,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/923729-925268,1540.0000000000016,1035.332943190907,610380.0,73.79733688527665,0.33333333333333304,8.413882248359558,15533.026556341169,15538.072204210594,500.6915503339451,679.431142410727,1035.332943190907,1447.9777263458113,610306.2026631148,241431687.82326186,768.5465839350843,384.27329196754215,10.086380880741007,0.09746981149718124,0.23602683860417706,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/160827-162366,1540.0000000000011,1027.2515623050556,610594.0,71.09418950872693,0.3333333333333331,8.413908711525256,15538.313100204929,15543.360465321062,512.2958832820767,685.7796373169313,1027.2515623050556,1467.2910985536828,610522.9058104913,241596054.55490577,781.5114612367515,390.75573061837576,10.089813701431764,0.09899693120899651,0.24083707794848055,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/30220-31759,1540.0000000000007,1023.856760032196,610704.0,64.34768046888541,0.3333333333333332,8.415979353705024,15541.074222845731,15546.122484867084,511.12048064196154,684.9659697585649,1023.856760032196,1459.603865554738,610639.6523195311,241681924.31448993,774.637895796173,387.3189478980865,10.091606638211509,0.09963466474069001,0.23889917988152323,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/3086930-3084001,2930.0,1882.2354440896127,2214844.0,46.22226243986107,0.3333333333333333,11.753262635913106,40892.64718748347,40899.62724167573,924.9690056381191,1186.155282530855,1882.2354440896127,2853.3687124896724,2214797.77773756,1672779508.5080233,1667.2134299588174,833.6067149794087,13.95653487627422,0.07686696469709767,0.2616803781969248,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/11641-14570,2930.000000000002,1865.1222675195806,2214948.0,58.52464626535817,0.3333333333333331,11.754261926525007,40894.56359957886,40901.543980887625,926.6470686941032,1174.2826639840075,1865.1222675195806,2864.6225903161685,2214889.4753537346,1672936300.020485,1690.339926332161,845.1699631660805,13.95718894183578,0.0781187746303316,0.26259907218672907,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/162540-165469,2930.0000000000064,1873.395756361423,2215022.0,64.87676925953357,0.3333333333333326,11.7549490507388,40895.788193895954,40902.768784233376,930.1036631698864,1178.1157409477094,1873.395756361423,2842.340149081185,2214957.1232307404,1673036494.2164562,1664.2244081334754,832.1122040667377,13.95760689211463,0.07750951554930224,0.26096561512224176,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/92114-95043,2930.0000000000036,1877.6475214058062,2215122.0,42.92810478222213,0.3333333333333329,11.754071068339774,40897.78431651279,40904.765247572686,920.4568550946796,1185.477311613328,1877.6475214058062,2883.6436690523406,2215079.071895218,1673199819.9590304,1698.1663574390125,849.0831787195062,13.958288162632336,0.07719385019368658,0.26576396761797483,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/32109-35038,2930.000000000009,1871.172914103658,2215300.0,58.55696690849512,0.33333333333333226,11.754564506427531,40901.073531143404,40908.05502364645,912.0074706542325,1182.0903185115635,1871.172914103658,2849.651493969827,2215241.4430330917,1673468965.8176851,1667.5611754582633,833.7805877291316,13.959410761482347,0.07766253996414978,0.26004459969397636,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/925442-928371,2930.000000000002,1865.972238698369,2214948.0,63.55485010033006,0.3333333333333331,11.757351164496358,40894.41037599148,40901.39073114619,934.0014027122074,1179.0719929571042,1865.972238698369,2854.345450299914,2214884.4451498995,1672923763.7418914,1675.2734573428097,837.6367286714049,13.957136647096059,0.0780567137307089,0.2619870956478915,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/180058-182987,2929.9999999999964,1878.540673119667,2214748.0,65.0398101428216,0.33333333333333376,11.752379545912117,40890.6403960613,40897.62010770999,924.8136667204195,1182.4451106177446,1878.540673119667,2849.321387279994,2214682.960189857,1672615330.4745648,1666.8762766622492,833.4381383311246,13.95584996452606,0.07714180922793341,0.2638169889123032,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/162542-165469,2928.0,1904.5503133872148,2212142.0,65.50279138598405,0.3333333333333333,11.77215933536176,40857.13193556298,40864.11069245657,897.4923225087294,1194.5930212842773,1904.5503133872148,2814.6616905987507,2212076.497208614,1669875542.6853433,1620.0686693144735,810.0343346572367,13.953938502582986,0.07514842365050724,0.2511275962039194,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/3086928-3084001,2928.000000000005,1922.32711524442,2211966.0,73.65639253164075,0.33333333333333276,11.76699985868144,40853.835144328856,40860.813338101565,886.4983598588105,1177.5502505639258,1922.32711524442,2812.315005266131,2211892.3436074685,1669606066.6511786,1634.764754702205,817.3823773511025,13.952812549292618,0.07384909259089631,0.24999977458735095,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/92116-95043,2927.9999999999973,1917.6829785292803,2212246.0,70.21966704369514,0.33333333333333365,11.77106088030869,40859.0538803825,40866.03296556114,890.9429979647643,1185.849830747107,1917.6829785292803,2816.290376550436,2212175.7803329565,1670032650.34233,1630.440545803329,815.2202729016645,13.954594904502232,0.07418064728775793,0.2499025072077954,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/32111-35038,2927.999999999998,1915.497398102657,2212422.0,90.91148165798312,0.33333333333333354,11.770016522693181,40862.30010657746,40869.27974624004,893.2774851612598,1182.5067769033494,1915.497398102657,2798.209846257727,2212331.088518342,1670298026.9764264,1615.7030693543775,807.8515346771887,13.955703588311982,0.07433521357754129,0.24762370564975753,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/11643-14570,2927.9999999999964,1893.1879806135023,2212074.0,78.71930392634728,0.33333333333333376,11.771221998539806,40855.88390917519,40862.862452894915,896.336736336292,1202.066576375091,1893.1879806135023,2802.123382676038,2211995.2806960735,1669773527.8442092,1600.056806300947,800.0284031504735,13.953512264062581,0.07598504208257516,0.24394881282174719,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/180060-182987,2927.9999999999955,1917.6703140781058,2211866.0,67.75373821468071,0.33333333333333387,11.768650415085933,40851.89625953733,40858.874122131485,896.6573091123471,1190.1278509038002,1917.6703140781058,2817.78457197013,2211798.2462617853,1669447594.5281858,1627.6567210663297,813.8283605331649,13.952150361863865,0.07419457443320152,0.2534992275795848,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/925444-928371,2928.0000000000173,1912.3498326490876,2212074.0,85.75434007672749,0.33333333333333137,11.773248970408902,40855.81283000009,40862.79136157887,905.5704398161334,1187.816801655292,1912.3498326490876,2831.0860547879693,2211988.245659923,1669767717.8599248,1643.2692531326772,821.6346265663386,13.953487988387927,0.07457813933921878,0.2523829529689185,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/925606-928473,2867.9999999999973,1832.9295522912737,2112488.0,44.854089124004226,0.33333333333333365,11.637054182909853,39421.96192479516,39428.83644955312,911.7816017895898,1200.8847861612298,1832.9295522912737,2786.77894241969,2112443.145910876,1554633143.7656085,1585.89415625846,792.94707812923,13.745453948673362,0.07876856431067403,0.257749065693163,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/92278-95049,2772.000000000002,1782.0683302406246,1980594.0,66.84442258151385,0.3333333333333331,11.42664897300082,37593.755545303,37600.53836097304,878.7760977533003,1167.9615896296068,1782.0683302406246,2709.88957862285,1980527.1555774184,1413800485.0350053,1541.9279889932432,770.9639944966216,13.561960874928923,0.07899702932577005,0.2561682754447324,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/32273-35044,2771.9999999999995,1774.267974404932,1980760.0,67.0823446438417,0.33333333333333337,11.426586744690034,37596.85606536802,37603.63944044629,886.7665437881229,1161.9811546329297,1774.267974404932,2713.1107260107424,1980692.9176553562,1414033699.1670878,1551.1295713778127,775.5647856889063,13.563079388660903,0.07961293549601763,0.25595984652773834,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/11805-14576,2771.9999999999955,1779.3348621965029,1980432.0,50.69625544689857,0.33333333333333387,11.424861367924903,37590.51476104045,37597.296991995245,881.8040086228763,1165.8236954536542,1779.3348621965029,2714.7679517933866,1980381.3037445531,1413556741.1042945,1548.9442563397324,774.4721281698662,13.560791760837127,0.07922199076924934,0.2584784047921631,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/185229-187983,2755.0,1737.6456980788953,1959065.0,66.69250692878845,0.33333333333333337,11.411146994794054,37300.22994567192,37307.001340834475,867.6824478806413,1127.2135090145089,1737.6456980788953,2641.3212141334934,1958998.3074930713,1391812349.0450253,1514.1077051189845,757.0538525594923,13.53910342855605,0.08182423835479481,0.25210447762196014,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/162704-165475,2772.000000000004,1780.659116482842,1980498.0,64.85635971515201,0.3333333333333328,11.428044259652035,37591.83794389415,37598.62041358288,882.1869253615736,1160.8239196370698,1780.659116482842,2705.1178091419297,1980433.143640285,1413656257.0046914,1544.2938895048599,772.1469447524299,13.561269099528893,0.07911352073261803,0.25518652316051876,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/180222-182976,2755.0000000000023,1733.997080392654,1958799.0,70.94667032739727,0.3333333333333331,11.405990874590115,37295.00207802648,37301.77252413437,872.4462998096914,1124.4559120035697,1733.997080392654,2637.0755436227555,1958728.0533296727,1391422233.4422657,1512.6196316191858,756.3098158095929,13.537205835944265,0.08212920198834665,0.2511993801824963,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/614934-616483,1549.9999999999982,1021.9878945291757,616834.0,74.57350731413449,0.3333333333333337,8.42471178294116,15647.269346438698,15652.31929633504,514.9458002659833,665.6247762643908,1021.9878945291757,1501.0845303645722,616759.4264926859,244995099.3544222,835.4597541001814,417.7298770500907,10.095012481573365,0.10123404162995331,0.26459410274714273,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/614939-616481,1542.9999999999964,1027.1356069743927,612233.0,79.33417811405108,0.33333333333333415,8.421991005172236,15565.66548529166,15570.711899911284,511.81665498289476,667.2738765950951,1027.1356069743927,1492.8970145901637,612153.6658218859,242447069.0700389,825.6231379950686,412.8115689975343,10.087923192023135,0.09942351520654005,0.2628470622489264,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/614939-616478,1539.9999999999975,1032.9161890822252,610170.0,71.76776450433731,0.3333333333333339,8.410136581150912,15527.628988354916,15532.672882913273,512.5148964903585,686.8956536696493,1032.9161890822252,1450.5764710498693,610098.2322354957,241263926.88758934,763.68081738022,381.84040869011,10.082875966464247,0.09797061959003484,0.23403237905946497,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/162609-165538,2930.0000000000005,1878.9613541074946,2214948.0,58.61956876441331,0.33333333333333326,11.753049022287623,40894.58519168522,40901.56557667959,917.5958829829357,1166.0975027143577,1878.9613541074946,2863.719976818751,2214889.380431236,1672938066.623421,1697.6224741043934,848.8112370521967,13.957196311155363,0.07710350705106593,0.2647515289656707,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/11707-14636,2930.0,1871.3701840097347,2215122.0,78.19680819769478,0.3333333333333333,11.753355195718033,40897.79519729639,40904.776130213555,921.6614129199737,1172.197604708649,1871.3701840097347,2847.3576825179516,2215043.8031918025,1673200710.2628884,1675.1600778093027,837.5800389046514,13.958291876210373,0.07765429487457413,0.2585262268007833,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/927867-930796,2930.0,1870.4025722793626,2215122.0,45.91977854811036,0.3333333333333333,11.758392525688027,40897.75690670578,40904.73783308703,917.0951212792735,1173.1589956443393,1870.4025722793626,2851.743607886048,2215076.080221452,1673197577.1935813,1678.5846122417086,839.2923061208543,13.958278807749412,0.07772534543674944,0.2623325918660031,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/3109543-3106614,2929.999999999992,1866.1806022089745,2215022.0,64.90613787339605,0.33333333333333426,11.755682214935609,40895.87768956671,40902.85829518033,915.0717436218276,1178.7469710625473,1866.1806022089745,2851.264980642133,2214957.0938621266,1673043816.7156026,1672.5180095795859,836.2590047897929,13.957637436712227,0.07803862818641136,0.26315153384348505,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/32175-35104,2930.0,1873.1859819650924,2215300.0,44.0979019929848,0.3333333333333333,11.753657276255534,40900.95918190673,40907.940654891245,932.8188742861158,1185.80131303678,1873.1859819650924,2855.193991348999,2215255.902098007,1673459608.6241038,1669.3926783122192,834.6963391561096,13.959371734439156,0.07751510276334118,0.26095617541840116,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/98108-101037,2929.9999999999955,1869.4358697314663,2214882.0,56.709387927039494,0.3333333333333338,11.754495356763208,40893.37692096361,40900.35709971566,921.7494938886266,1182.7613545435815,1869.4358697314663,2846.125591438622,2214825.290612073,1672839210.884261,1663.3642368950404,831.6821184475202,13.956783932069513,0.07780458916256737,0.25925475423810634,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/3109541-3106614,2927.999999999994,1908.6486882541558,2212142.0,94.84737823298005,0.333333333333334,11.77125801485488,40857.12819080656,40864.106947060514,898.6817687942536,1195.3583652521615,1908.6486882541558,2814.2000363716543,2212047.152621767,1669875236.5807993,1618.8416711194927,809.4208355597464,13.953937223636148,0.07484750080710816,0.24824801284720013,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/162611-165538,2928.000000000002,1901.0942541391262,2212074.0,73.27279926865641,0.33333333333333315,11.771577213672028,40855.88405603285,40862.86259977767,891.1002988334677,1169.368571718144,1901.0942541391262,2807.172743899633,2212000.727200731,1669773539.8483088,1637.804172181489,818.9020860907445,13.953512314218862,0.07540449334929328,0.2504821931800894,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/11709-14636,2927.999999999997,1910.336837668035,2212246.0,94.82922335431456,0.3333333333333337,11.770796453173899,40859.05250981721,40866.03159476175,899.0994103324731,1190.4958798621647,1910.336837668035,2817.3125020588946,2212151.1707766457,1670032538.3040657,1626.81662219673,813.408311098365,13.954594436412997,0.0747200265170697,0.24915891044784383,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/927869-930796,2927.9999999999986,1908.8510270673155,2212246.0,68.94440907843538,0.3333333333333335,11.774364431735442,40859.109755353216,40866.088850075794,891.8048638337866,1200.621562341443,1908.8510270673155,2827.930982068703,2212177.0555909215,1670037217.9022892,1627.30941972726,813.65470986363,13.954613987484029,0.07482901456014894,0.2519965935569606,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/32177-35104,2928.0000000000014,1919.1385348543786,2212422.0,64.98978420121188,0.3333333333333332,11.768386224037178,40862.20698885463,40869.186612611884,897.7954941640231,1177.3492427479594,1919.1385348543786,2822.60629675959,2212357.010215799,1670290414.3764946,1645.2570540116305,822.6285270058153,13.955671785811,0.07406805991321967,0.2506874629302866,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/98110-101037,2928.0000000000014,1909.2368047815717,2212006.0,93.13402934307217,0.3333333333333332,11.767652858357245,40854.519725484475,40861.49803618965,909.1259095487318,1195.0764573397678,1909.2368047815717,2785.9650712928924,2211912.8659706567,1669662021.7615306,1590.8886139531246,795.4443069765623,13.953046354332123,0.07480909349055005,0.2431000062370943,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/928031-930898,2867.999999999997,1812.2366426807425,2112606.0,54.05000889121087,0.3333333333333337,11.638944289789162,39424.296899247296,39431.17183118538,916.0428343563527,1204.1315878363241,1812.2366426807425,2787.4307159888394,2112551.949991109,1554817311.9804673,1583.2991281525153,791.6495640762577,13.746268095971876,0.08033853032438568,0.25470576043341214,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/168382-171153,2772.000000000004,1779.032630718384,1980432.0,49.31029126283401,0.3333333333333328,11.42611213569449,37590.64231959864,37597.42457356805,873.5991268637155,1158.2277883777142,1779.032630718384,2711.719363812229,1980382.6897087372,1413566334.565139,1553.4915754345147,776.7457877172574,13.560837777632967,0.07924584215715168,0.2591414123077951,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/32339-35093,2755.0000000000086,1740.3200384705,1959159.0,68.15917255386171,0.3333333333333323,11.413413094208305,37302.0920592934,37308.86379249965,872.9975311814312,1127.4352523955722,1740.3200384705,2641.6763779983994,1959090.8408274462,1391951317.487291,1514.2411256028272,757.1205628014136,13.539779331866889,0.08160507136569937,0.25131138334781505,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/11871-14642,2771.9999999999945,1786.561774313425,1980594.0,51.13530698347481,0.333333333333334,11.426115636052305,37593.66329582687,37600.44609485289,872.300702879007,1152.6887889031864,1786.561774313425,2707.725506240287,1980542.8646930165,1413793546.5319378,1555.0367173371005,777.5183586685503,13.561927595897165,0.07863864326804985,0.25853516117612796,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/3109379-3106608,2771.9999999999973,1772.3525395822955,1980498.0,66.1080540061506,0.33333333333333365,11.427936303508837,37591.79498241604,37598.57744435349,881.4246602137753,1165.7039113251574,1772.3525395822955,2719.6937862364935,1980431.8919459938,1413653025.8390472,1553.989874911336,776.994937455668,13.5612536011602,0.07977651459995172,0.25643418615362756,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/98272-101043,2771.999999999999,1785.2276816997994,1980374.0,67.04954679762412,0.3333333333333334,11.425857282238535,37589.55698062961,37596.33903877783,881.3332092584718,1161.7509047518245,1785.2276816997994,2703.628765630262,1980306.9504532025,1413484709.1187296,1541.8778608784376,770.9389304392188,13.560446241208378,0.07875370695180282,0.25550653159606834,predict
PS-210_unicycler_I3+N3_99127_S4_length_4103413_depth_1.00x_circular_true/616158-617707,1549.9999999999984,1022.4559759478839,616530.0,108.53089223128649,0.33333333333333365,8.42452243907782,15639.462586674776,15644.510017042325,529.7855121195392,656.7281921008534,1022.4559759478839,1528.3928518670348,616421.4691077687,244750693.67333764,871.6646597661813,435.83232988309067,10.089975862370833,0.10119478616258763,0.2751941977082651,predict
PS-210_unicycler_I3+N3_99127_S4_length_4103413_depth_1.00x_circular_true/9812-11361,1549.999999999999,1023.2038859569178,617470.0,78.59622220090546,0.3333333333333335,8.428575921220085,15663.317337013896,15668.372466187628,524.1791366410729,663.2233514094527,1023.2038859569178,1497.600627673473,617391.4037777991,245497895.73918658,834.3772762640202,417.1886381320101,10.105366023879938,0.1008974221823775,0.266174526203236,predict
