nameseq,faverage,fmedian,fmaximum,fminimum,fpeak,fnone_levated_peak,fsample_standard_deviation,fpopulation_standard_deviation,fpercentile15,fpercentile25,fpercentile50,fpercentile75,famplitude,fvariance,finterquartile_range,fsemi_interquartile_range,fcoefficient_of_variation,fskewness,fkurtosis,label
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/11641-14570,5860.000000000001,4033.456245089055,53991.99999999997,4.792626538036832,0.16666666666666663,14.471983098358423,6117.721144347786,6118.765391371581,939.8714482931778,1595.693935061338,4033.456245089055,7994.987299840232,53987.20737346193,37439289.914646626,6399.293364778894,3199.646682389447,1.0439797174654923,0.8956981097112467,0.25057042383003564,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/162540-165469,5860.0,4008.7364346342138,54287.99999999997,0.02670490582335677,0.16666666666666666,14.47672910589231,6111.320642872536,6112.363797380923,914.9550006865258,1539.1828499141916,4008.7364346342138,7984.123518983271,54287.97329509415,37360991.19153293,6444.940669069079,3222.4703345345397,1.042887481718863,0.9087709548630198,0.251570444659368,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/92114-95043,5860.0000000000055,3963.2132972034688,54687.99999999994,0.7053764201201914,0.16666666666666652,14.479998141644625,6135.067725787547,6136.1149337367615,942.3654020056252,1573.0412392132469,3963.2132972034688,7896.83025135143,54687.29462357982,37651906.480027296,6323.789012138183,3161.8945060690917,1.0469398849466793,0.9275138209919516,0.24866595053211132,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/32109-35038,5859.999999999994,3960.3501021060474,55399.999999999985,2.1078803179813517,0.16666666666666685,14.481876870158791,6130.460341605677,6131.506763110542,939.6377469875848,1582.5952572043045,3960.3501021060474,7923.846348718979,55397.892119682,37595375.186070316,6341.251091514675,3170.6255457573375,1.0461536419122328,0.9296120317433099,0.24782159515930427,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/925442-928371,5859.9999999999945,4036.9357486933372,53991.99999999997,0.8130585094914652,0.16666666666666682,14.474696403948563,6110.336160965286,6111.379147430332,946.1398831271174,1576.0934414400353,4036.9357486933372,8004.7420872388975,53991.18694149048,37348955.08364628,6428.648645798862,3214.324322899431,1.0427194813933944,0.8950723184198709,0.24889855405153472,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/180058-182987,5860.000000000013,3965.248549002571,53191.99999999999,5.6303937372655515,0.1666666666666663,14.472794213843178,6103.036621223896,6104.078361714751,914.6666880251579,1582.5715770033837,3965.248549002571,7966.151873761392,53186.36960626273,37259772.64595424,6383.580296758008,3191.790148379004,1.0414738261474203,0.9313813279810226,0.25065317069878407,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/162542-165469,5856.00000000001,3969.6839951355323,54483.99999999999,0.23156598140518353,0.16666666666666638,14.491306549058754,6163.15633421707,6164.209055436503,901.5870950264855,1584.2550654984975,3969.6839951355323,7924.002533926727,54483.76843401859,37997473.279125385,6339.74746842823,3169.873734214115,1.0524515598048259,0.9181899188855009,0.24305640168228004,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/3086928-3084001,5856.0000000000055,3973.853558836369,53780.0,0.2111054913068217,0.16666666666666652,14.484860424768133,6154.000974975548,6155.052132379231,910.5696449228151,1620.2586454950238,3973.853558836369,7969.086606336235,53779.788894508696,37884666.75230612,6348.82796084121,3174.413980420605,1.0508881446338016,0.9175233066181542,0.2415925711471826,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/92116-95043,5856.0,3960.264360208409,54900.0,0.8615008423088496,0.16666666666666666,14.48987890500857,6164.438660575673,6165.491600827708,903.2447640462519,1610.9605068780143,3960.264360208409,7969.933597526439,54899.13849915769,38013286.679877006,6358.973090648426,3179.486545324213,1.0526705363004905,0.9225830984006689,0.24478651233907264,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/32111-35038,5855.999999999996,3965.0143280869115,55603.99999999999,0.14755801655506004,0.16666666666666677,14.482438657645067,6157.702168828889,6158.753958428981,936.7968693669728,1613.0579044794626,3965.0143280869115,7949.443001883947,55603.852441983436,37930250.32046464,6336.3850974044835,3168.1925487022418,1.0515201791032944,0.9212782398694956,0.2443117616518394,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/11643-14570,5855.999999999993,3962.2842217890366,54212.0,0.17091550957945187,0.16666666666666688,14.48217653671116,6157.764529437611,6158.816329689443,901.0435555527941,1605.3370148515469,3962.2842217890366,7965.128374451745,54211.82908449042,37931018.58284933,6359.791359600198,3179.895679800099,1.0515308281143474,0.9225989898564257,0.24569584502299224,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/180060-182987,5856.000000000006,3981.5011609017856,53962.846753396974,0.003050377190990294,0.1666666666666665,14.48132748700961,6139.450138245281,6140.498810238281,939.3837464139759,1598.9584804813915,3981.5011609017856,7935.474363896027,53962.84370301978,37705725.63853775,6336.515883414636,3168.257941707318,1.0484033706019935,0.9159609396065421,0.24108908100307366,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/925444-928371,5856.000000000004,4018.3392958179984,54212.0,1.3238495276170672,0.16666666666666657,14.489213394949813,6160.076622900076,6161.128818077773,902.5786228047696,1626.7555622023688,4018.3392958179984,7877.8596295468915,54210.67615047238,37959508.31294841,6251.104067344522,3125.552033672261,1.0519256528176353,0.8949534965281947,0.23894477688134824,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/925606-928473,5736.000000000001,3879.815160871677,55841.084578164875,0.4996677715287867,0.16666666666666663,14.308548422904884,5953.862611784051,5954.900864928535,910.1084304358591,1616.8248976234863,3879.815160871677,7911.240578025728,55840.58491039334,35460844.31112662,6294.415680402241,3147.2078402011207,1.0379816268800646,0.9352843490818099,0.24503151851251428,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/92278-95049,5543.999999999996,3747.2219899733354,61210.64120794571,0.43186594780741505,0.16666666666666677,14.092293870263465,5842.380336814781,5843.434442432166,820.9032705008092,1476.0460380432676,3747.2219899733354,7644.379698271422,61210.2093419979,34145726.08300252,6168.333660228154,3084.166830114077,1.0538204070733739,0.9226263473662774,0.253083544279757,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/32273-35044,5543.999999999992,3746.2276723760897,60570.1627007021,5.885586585330501,0.1666666666666669,14.086386016538876,5829.7032514528555,5830.755069819818,830.6302891986127,1490.6665844222337,3746.2276723760897,7637.790776333428,60564.27711411677,33997704.684229515,6147.124191911194,3073.562095955597,1.051533775514586,0.9251443427292128,0.25341118840688637,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/11805-14576,5544.0000000000055,3747.2030348868657,58031.19790407606,10.519440540588917,0.1666666666666665,14.083251348319102,5820.3532538841655,5821.403385287187,845.1407877382342,1484.985607832743,3747.2030348868657,7519.299646292985,58020.67846353548,33888737.37423313,6034.314038460242,3017.157019230121,1.0498472680166233,0.9261277898797956,0.24762893119964,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/185229-187983,5510.00000000001,3757.6395713073675,51754.0,0.8016116326329947,0.16666666666666638,14.053382237461156,5839.671908592126,5840.732028762172,839.756410253186,1491.266399073591,3757.6395713073675,7478.286300555594,51753.19838836737,34114150.63180828,5987.019901482003,2993.5099507410014,1.0598315623579158,0.9002357270008593,0.24910442546862258,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/162704-165475,5543.99999999999,3754.5242671204937,61890.33918228797,0.9864195071441402,0.16666666666666696,14.0901786843955,5820.1608225202845,5821.21091920407,811.1750105975441,1474.1558562349069,3754.5242671204937,7658.424661929812,61889.35276278083,33886496.565860696,6184.268805694905,3092.1344028474523,1.0498125581746565,0.9223846835754302,0.25179351596981225,predict
PS-196_unicycler_I3+Pcct_99127_S6_length_4136064_depth_1.00x_circular_true/180222-182976,5509.999999999995,3735.1653131541243,50690.00000000001,1.7024675642816023,0.16666666666666682,14.04618879002089,5819.820615792209,5820.877132205704,857.3909617027782,1493.2121307501902,3735.1653131541243,7456.205447614164,50688.297532435725,33882610.5882353,5962.993316863974,2981.496658431987,1.0562287868951385,0.9148914394525248,0.24731235228098206,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/614934-616483,3100.0000000000023,2175.450748977866,27035.637264009347,0.7237784078168131,0.16666666666666652,10.457913105697687,3080.8362501113234,3081.8305493949515,515.6849604010891,900.8786049042697,2175.450748977866,4286.778560849531,27034.91348560153,9497679.535183989,3385.899955945261,1692.9499779726304,0.9938181451972004,0.9002905470766858,0.2405914949332401,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/614939-616481,3085.9999999999995,2150.226926242703,27682.000000000004,0.9966728407282667,0.1666666666666667,10.431776941482342,3078.1539922492507,3079.151934889264,514.3222120724982,901.3311874479815,2150.226926242703,4196.193863941919,27681.003327159277,9481176.638132297,3294.862676493937,1647.4313382469686,0.9974575477152466,0.912013898050806,0.2354569323161548,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/614939-616478,3080.0000000000014,2177.483959267098,27463.999999999996,0.268416885430142,0.1666666666666666,10.46151955645076,3085.143756780225,3086.1459149215766,480.24770910932614,866.5130182686302,2177.483959267098,4157.7923457287725,27463.731583114568,9524296.608187133,3291.279327460142,1645.639663730071,1.00167005090267,0.877608414923398,0.23517303694153,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/162609-165538,5859.9999999999945,4000.2951015995923,53991.99999999997,0.6256017033717506,0.16666666666666682,14.476508903565657,6135.302437533132,6136.349685545801,944.7965977804985,1605.0599469614376,4000.2951015995923,7961.795223365445,53991.3743982966,37654787.463298045,6356.735276404008,3178.367638202004,1.0469799381455867,0.9093463202515643,0.2482961896300101,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/11707-14636,5859.999999999994,3968.4772339240762,54687.999999999956,0.9897520218872008,0.16666666666666685,14.478797667624145,6130.590836126644,6131.637279905902,939.918220681611,1590.1318643232469,3968.4772339240762,7968.253271584377,54687.01024797807,37596975.73233184,6378.12140726113,3189.060703630565,1.0461759106018176,0.9256152383858959,0.25140670566383055,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/927867-930796,5860.000000000007,3971.271074374742,54687.999999999956,2.8336466463891457,0.16666666666666646,14.48134355090279,6136.444573203606,6137.4920161698765,951.2429974096559,1580.3742569516407,3971.271074374742,7942.976368328276,54685.16635335357,37668808.24854898,6362.602111376636,3181.301055688318,1.0471748418436173,0.923366406928645,0.2483018971673728,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/3109543-3106614,5860.0000000000055,3964.7002702055584,54287.99999999997,0.6262563389933222,0.16666666666666652,14.481693329000539,6122.557635498419,6123.602708073326,919.9247741983971,1590.1992613483944,3964.7002702055584,7971.899847478827,54287.37374366098,37498510.12632297,6381.700586130432,3190.850293065216,1.044805057252289,0.928680386186429,0.24833178541049003,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/32175-35104,5860.000000000003,4007.364247101476,55399.99999999998,0.10317245591929232,0.16666666666666657,14.482356927976094,6130.705669007441,6131.752132387772,948.0002113638471,1580.9138276263511,4007.364247101476,7927.331081430182,55399.89682754406,37598384.21304198,6346.417253803831,3173.2086269019155,1.0461955066565596,0.9065689267701224,0.24923697917551574,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/98108-101037,5860.000000000001,3996.902562432012,55603.99999999997,5.936814721054131,0.16666666666666663,14.479725060761847,6125.819455387173,6126.865084729155,962.8897262345405,1563.9468245863088,3996.902562432012,7974.599886104321,55598.063185278916,37538475.76647319,6410.653061518012,3205.326530759006,1.0453616818066847,0.9124154496242339,0.2522398473519302,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/3109541-3106614,5855.999999999999,3962.478408024193,54483.99999999999,1.5975554307948958,0.16666666666666669,14.484750189246693,6154.775706717508,6155.826996452175,912.4821349984987,1606.6120053748928,3962.478408024193,7944.259028300441,54482.4024445692,37894206.010249406,6337.647022925548,3168.823511462774,1.0510204417208862,0.9229523619727488,0.24559875689729624,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/162611-165538,5855.9999999999745,3961.0408394081646,54212.0,3.54517246675583,0.16666666666666738,14.491719531142316,6166.353865940553,6167.40713332648,903.6303730064483,1580.6462374676466,3961.0408394081646,7977.4701362978885,54208.45482753324,38036910.748206355,6396.823898830242,3198.411949415121,1.052997586396957,0.921918787887843,0.2453954284692329,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/11709-14636,5856.000000000001,3956.034682931286,54900.0,0.400361428042182,0.16666666666666663,14.484889285634978,6158.9232825226845,6159.975280699718,900.2208072061743,1617.599297079681,3956.034682931286,7993.622958598993,54899.599638571955,37945295.45883156,6376.023661519312,3188.011830759656,1.0517287026165785,0.9254695487733818,0.2456288676137014,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/927869-930796,5856.000000000001,3960.567212454578,54900.0,1.942266559254052,0.16666666666666663,14.493298996393003,6163.836467655514,6164.889305047709,907.7871010310595,1603.170042871968,3960.567212454578,7956.296361692879,54898.05773344074,38005860.143491626,6353.126318820911,3176.5631594104557,1.0525677028100262,0.922525831513359,0.24436890177997134,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/32177-35104,5855.999999999986,3953.3046273955842,55603.99999999999,1.1796901919475131,0.16666666666666705,14.487480687740845,6164.090849427837,6165.143730270674,905.2319907038166,1622.5611901298994,3953.3046273955842,7976.265764775763,55602.82030980805,38008997.2148958,6353.704574645864,3176.852287322932,1.05261114232033,0.9260223863090924,0.24472776178565137,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/98110-101037,5855.999999999982,3965.3673248258337,55816.0,2.847866913840802,0.16666666666666718,14.479109730697115,6149.557382446317,6150.607780845377,908.8714450487461,1608.4327159436475,3965.3673248258337,7947.2556302041285,55813.15213308616,37829976.07379569,6338.822914260481,3169.4114571302407,1.050129334434142,0.9223262216745333,0.2452029000751009,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/928031-930898,5735.999999999995,3910.9961335486887,55537.14844605963,2.467387347183285,0.1666666666666668,14.309073575171793,5968.983833115985,5970.024723146239,925.4284644717928,1601.3367366155458,3910.9961335486887,7824.75638129238,55534.68105871245,35641195.19497733,6223.419644676835,3111.7098223384173,1.0406178230676413,0.9172434961171276,0.2404265045888574,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/168382-171153,5543.999999999999,3742.329535589357,59846.555908489885,2.4165265017247,0.16666666666666669,14.091228888747116,5838.78069463137,5839.834150786923,828.4338089798181,1469.6573772544414,3742.329535589357,7637.590091858001,59844.13938198816,34103662.90869722,6167.932714603559,3083.9663573017797,1.0531711209652546,0.9257089238172131,0.251016404502751,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/32339-35093,5509.999999999993,3775.2049574507514,52129.99999999999,2.582540262468633,0.1666666666666669,14.055512764418918,5848.523232406622,5849.584959424973,829.4918929046471,1494.269421889557,3775.2049574507514,7475.548345411744,52127.417459737524,34217644.197530866,5981.278923522187,2990.6394617610936,1.0614379732135444,0.8898631194299214,0.24896777276339127,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/11871-14642,5544.000000000005,3754.987081057856,59210.5503130753,3.5211523355815566,0.16666666666666652,14.085048381496344,5825.78818701813,5826.839299013516,849.7079963755936,1484.278909776016,3754.987081057856,7551.0653729083115,59207.029160739716,33952056.216528326,6066.7864631322955,3033.3932315661477,1.0508275950609893,0.9212553880324835,0.24873817353352576,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/3109379-3106608,5543.999999999989,3718.769825215425,59844.29577376483,2.841174441935804,0.166666666666667,14.080087495495684,5812.1004808932885,5813.149123298013,830.0325708909938,1456.2297029234915,3718.769825215425,7680.0337995501295,59841.4545993229,33792702.72970046,6223.804096626638,3111.902048313319,1.0483586725998015,0.9421190398126269,0.2557164232241482,predict
PS-65_unicycler_I3+N3-Pcct_99127_S6_length_4148255_depth_1.00x_circular_true/98272-101043,5543.999999999985,3734.8635474089933,61299.51188065449,3.8184816054410997,0.1666666666666671,14.087381587085904,5833.663685883854,5834.71621880823,853.8621307778592,1492.5915628198422,3734.8635474089933,7696.515845016421,61295.69339904905,34043913.354023814,6203.924282196578,3101.962141098289,1.0522481395894425,0.9303603447188906,0.25365261298850195,predict
PS-210_unicycler_I3+N3_99127_S4_length_4103413_depth_1.00x_circular_true/616158-617707,3100.0000000000014,2189.543863211098,25227.070721023152,2.2089820519352723,0.16666666666666657,10.451931302459936,3063.7858933025977,3064.774689808349,491.01045948115967,903.8835944278718,2189.543863211098,4270.374267419003,25224.861738971216,9392843.899289863,3366.4906729911318,1683.2453364955659,0.9883180300976118,0.891501072688353,0.24612451889633763,predict
