A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,A_AAA,A_AAC,A_AAG,A_AAT,A_ACA,A_ACC,A_ACG,A_ACT,A_AGA,A_AGC,A_AGG,A_AGT,A_ATA,A_ATC,A_ATG,A_ATT,A_CAA,A_CAC,A_CAG,A_CAT,A_CCA,A_CCC,A_CCG,A_CCT,A_CGA,A_CGC,A_CGG,A_CGT,A_CTA,A_CTC,A_CTG,A_CTT,A_GAA,A_GAC,A_GAG,A_GAT,A_GCA,A_GCC,A_GCG,A_GCT,A_GGA,A_GGC,A_GGG,A_GGT,A_GTA,A_GTC,A_GTG,A_GTT,A_TAA,A_TAC,A_TAG,A_TAT,A_TCA,A_TCC,A_TCG,A_TCT,A_TGA,A_TGC,A_TGG,A_TGT,A_TTA,A_TTC,A_TTG,A_TTT,C_AAA,C_AAC,C_AAG,C_AAT,C_ACA,C_ACC,C_ACG,C_ACT,C_AGA,C_AGC,C_AGG,C_AGT,C_ATA,C_ATC,C_ATG,C_ATT,C_CAA,C_CAC,C_CAG,C_CAT,C_CCA,C_CCC,C_CCG,C_CCT,C_CGA,C_CGC,C_CGG,C_CGT,C_CTA,C_CTC,C_CTG,C_CTT,C_GAA,C_GAC,C_GAG,C_GAT,C_GCA,C_GCC,C_GCG,C_GCT,C_GGA,C_GGC,C_GGG,C_GGT,C_GTA,C_GTC,C_GTG,C_GTT,C_TAA,C_TAC,C_TAG,C_TAT,C_TCA,C_TCC,C_TCG,C_TCT,C_TGA,C_TGC,C_TGG,C_TGT,C_TTA,C_TTC,C_TTG,C_TTT,G_AAA,G_AAC,G_AAG,G_AAT,G_ACA,G_ACC,G_ACG,G_ACT,G_AGA,G_AGC,G_AGG,G_AGT,G_ATA,G_ATC,G_ATG,G_ATT,G_CAA,G_CAC,G_CAG,G_CAT,G_CCA,G_CCC,G_CCG,G_CCT,G_CGA,G_CGC,G_CGG,G_CGT,G_CTA,G_CTC,G_CTG,G_CTT,G_GAA,G_GAC,G_GAG,G_GAT,G_GCA,G_GCC,G_GCG,G_GCT,G_GGA,G_GGC,G_GGG,G_GGT,G_GTA,G_GTC,G_GTG,G_GTT,G_TAA,G_TAC,G_TAG,G_TAT,G_TCA,G_TCC,G_TCG,G_TCT,G_TGA,G_TGC,G_TGG,G_TGT,G_TTA,G_TTC,G_TTG,G_TTT,T_AAA,T_AAC,T_AAG,T_AAT,T_ACA,T_ACC,T_ACG,T_ACT,T_AGA,T_AGC,T_AGG,T_AGT,T_ATA,T_ATC,T_ATG,T_ATT,T_CAA,T_CAC,T_CAG,T_CAT,T_CCA,T_CCC,T_CCG,T_CCT,T_CGA,T_CGC,T_CGG,T_CGT,T_CTA,T_CTC,T_CTG,T_CTT,T_GAA,T_GAC,T_GAG,T_GAT,T_GCA,T_GCC,T_GCG,T_GCT,T_GGA,T_GGC,T_GGG,T_GGT,T_GTA,T_GTC,T_GTG,T_GTT,T_TAA,T_TAC,T_TAG,T_TAT,T_TCA,T_TCC,T_TCG,T_TCT,T_TGA,T_TGC,T_TGG,T_TGT,T_TTA,T_TTC,T_TTG,T_TTT,maximum_ORF_length,minimum_ORF_length,std_ORF_length,average_ORF_length,cv_ORF_length,maximum_GC_content_ORF,minimum_GC_content_ORF,std_GC_content_ORF,average_GC_content_ORF,cv_GC_content_ORF,fickett_score-ORF,fickett_score-full-sequence,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis
10,5,7,9,3,2,1,2,5,6,4,4,13,1,1,9,3,2,5,2,1,2,1,2,1,0,2,2,5,1,1,1,4,4,4,4,5,2,1,3,4,2,1,0,2,0,3,1,12,1,4,6,3,1,2,0,2,1,3,4,10,1,1,13,4,0,4,2,1,0,2,2,1,1,3,2,5,0,0,4,1,1,1,0,2,0,0,0,1,0,0,0,0,1,1,0,3,2,0,0,2,1,1,2,1,2,1,0,3,0,0,1,2,3,1,6,0,0,0,1,0,0,1,0,4,0,1,4,1,1,1,0,2,0,0,0,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,2,2,0,0,1,0,1,0,0,0,1,0,0,0,1,1,2,0,3,1,0,0,1,2,0,1,0,0,0,4,2,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,4,0,4,4,1,0,0,0,0,1,2,1,4,0,0,2,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,2,0,0,2,5,2,0,3,0,1,0,0,0,0,1,0,4,0,3,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5199,0.40922,221.0,143.08042358971912,13923.0,14.892150573655583,0.33333333333333337,3.164685296971343,928.2424252316849,930.349675219924,76.96073609456774,98.28858488767314,143.08042358971912,188.60444403813796,13908.107849426344,865550.5181818182,90.31585915046482,45.15792957523241,4.20019196937414,0.25182939593877923,0.21607937272324795
9,9,7,8,4,1,1,6,7,6,1,2,11,2,1,11,7,2,3,2,1,3,1,1,2,0,2,1,4,1,1,3,3,3,2,4,5,0,1,3,4,1,2,0,2,0,4,1,12,2,5,7,4,1,2,0,1,1,1,4,10,2,1,13,5,0,2,2,4,1,2,2,1,2,2,2,5,0,1,2,1,2,1,0,1,0,0,0,1,0,0,0,1,1,2,2,3,3,0,1,1,1,1,3,1,0,0,0,2,0,0,0,2,3,0,5,0,0,0,2,0,0,1,0,5,0,0,6,1,1,3,2,2,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,2,0,0,1,0,1,0,0,0,3,0,0,0,0,1,2,0,2,1,0,0,1,1,0,0,0,0,0,4,3,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,1,0,0,0,4,1,3,4,1,1,0,0,2,0,1,2,3,0,0,4,1,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,2,4,2,2,2,2,0,0,0,0,0,1,0,3,1,2,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6644,0.37170000000000003,224.99999999999997,132.31953458481976,14791.0,10.861183908389181,0.33333333333333337,3.2562226197941597,978.6368069922569,980.8188315673506,75.40677404289978,90.89178691282585,132.31953458481976,201.0659715761826,14780.13881609161,962005.5803571428,110.17418466335674,55.08709233167837,4.349496919965587,0.28411091250499076,0.22275081402809915
11,5,7,9,3,2,1,3,6,7,4,3,12,2,2,8,4,2,4,3,2,1,1,1,3,0,2,2,3,1,1,2,4,4,4,4,5,2,1,3,4,2,1,0,3,0,3,1,12,2,5,4,3,0,3,1,1,1,2,4,9,1,1,14,4,0,5,2,1,0,2,2,1,1,3,2,5,0,0,4,1,1,1,0,2,0,0,0,1,0,0,0,0,1,2,0,4,2,0,0,2,1,1,3,1,2,1,0,3,0,0,0,2,3,1,5,0,0,0,2,0,0,1,1,4,0,0,4,1,1,2,0,2,0,0,0,1,2,0,1,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,2,0,0,0,1,1,2,0,3,1,0,0,1,2,0,1,0,0,0,4,2,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,4,0,4,4,2,0,0,0,1,1,2,1,2,0,0,2,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,2,5,2,0,2,0,1,0,0,0,0,1,0,3,0,4,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6125999999999999,0.38281,225.00000000000003,146.39197862720678,14453.0,32.279733015381595,0.3333333333333333,3.20375267477511,955.1314045721666,957.2610201581832,74.49937630102083,100.54156068958207,146.39197862720678,200.7112334940464,14420.72026698462,916348.6607142857,100.16967280446434,50.08483640223217,4.245028464765184,0.2469022199348714,0.21664228265730442
12,10,6,6,4,4,0,0,5,3,3,6,10,1,2,13,6,1,2,3,1,2,1,2,1,1,1,1,3,0,1,2,4,2,2,4,4,2,0,4,3,1,1,0,3,0,4,1,11,1,6,7,4,0,2,0,2,0,3,4,11,2,1,14,7,0,3,2,5,2,1,2,0,1,3,2,4,0,0,2,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,1,1,1,1,0,4,0,0,2,2,2,0,6,0,0,0,1,0,0,1,1,4,1,2,6,1,1,4,0,1,0,0,0,0,1,0,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,2,1,0,2,0,0,0,1,0,0,1,0,0,0,4,2,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,3,1,3,4,1,0,0,0,3,0,1,2,3,0,0,4,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,1,1,1,1,4,2,2,3,1,1,0,0,0,0,1,0,4,0,3,7,6,6,0.0,6.0,0.0,16.666666666666664,16.666666666666664,0.0,16.666666666666664,0.0,0.4662,0.37370000000000003,220.00000000000003,141.3718157035339,14216.0,30.091722881945827,0.33333333333333326,3.1810179608480538,949.6441438770629,951.809811783961,61.77443370529295,93.60482384090093,141.3718157035339,209.573972429164,14185.908277118055,905941.9178082192,115.96914858826307,57.984574294131534,4.316564290350286,0.2483925735869488,0.2652899203158775
10,5,7,11,3,2,1,3,5,6,4,3,13,1,2,8,4,2,4,3,1,1,1,1,3,0,2,2,3,1,1,2,5,4,3,4,5,2,1,3,4,2,1,0,3,0,3,1,13,1,5,5,3,0,3,0,1,2,2,4,10,1,1,14,4,0,4,2,1,0,2,2,0,2,3,2,6,0,0,4,1,1,1,0,2,0,0,0,1,0,0,0,0,1,2,0,3,2,0,0,2,0,1,3,1,2,1,0,3,0,0,0,3,3,2,5,0,0,0,1,0,0,1,1,4,0,0,4,1,1,2,0,2,0,0,0,1,2,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,2,0,0,0,2,1,2,0,3,1,0,0,1,1,0,1,0,0,0,4,2,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,4,0,3,6,1,0,0,0,1,1,2,1,3,0,0,2,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,2,0,0,2,5,2,0,3,0,1,0,0,0,0,1,0,3,0,4,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5587,0.393,224.99999999999991,144.00407025698055,14477.0,33.13505339970948,0.3333333333333335,3.192158093311663,955.8912071988109,958.0225168842029,85.06344516960388,101.559142964898,144.00407025698055,198.0424867331505,14443.86494660029,917807.1428571428,96.4833437682525,48.24167188412625,4.24840536532805,0.2542002556348657,0.24066823840983503
12,7,7,8,2,2,1,3,6,6,2,4,9,1,2,11,5,2,3,2,1,1,1,1,3,0,2,1,3,1,1,2,3,3,3,3,4,2,1,3,4,1,1,1,4,1,3,1,10,1,4,8,5,0,3,1,1,1,2,3,10,2,2,14,6,0,4,2,2,1,2,2,0,2,3,2,5,0,1,2,1,0,1,0,2,0,0,0,1,0,0,0,0,1,2,0,3,3,0,0,1,1,1,3,1,0,0,1,2,1,1,0,2,3,0,4,0,0,0,1,0,0,1,1,4,0,0,7,1,1,3,0,2,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,2,0,0,0,0,1,2,0,3,0,0,0,1,1,0,1,0,0,0,3,2,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,2,0,1,0,0,2,0,0,1,1,0,0,0,4,0,2,4,1,0,0,0,2,0,1,1,4,0,0,4,1,1,1,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,2,3,2,1,4,1,1,0,0,0,1,1,0,4,1,3,6,30,30,0.0,30.0,0.0,40.0,40.0,0.0,40.0,0.0,0.5379,0.35207,221.0,141.79683799972284,14027.0,39.497564901374474,0.33333333333333337,3.174035711257314,935.332026608733,937.4553710589495,80.00404446525353,88.65809388426948,141.79683799972284,203.7747956431976,13987.502435098626,878822.5727272728,115.11670175892812,57.55835087946406,4.232271613614176,0.2540375815659181,0.26340031095659916
8,5,9,6,3,2,0,3,7,6,2,5,10,1,4,12,4,1,4,2,2,1,1,0,2,0,0,2,5,1,1,2,7,2,3,4,4,0,1,5,5,3,1,1,1,0,4,2,9,1,7,9,3,1,1,1,1,1,4,4,11,3,2,13,3,0,4,1,1,0,1,3,1,2,2,4,4,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,3,2,2,0,1,2,0,3,1,1,0,0,2,0,2,1,2,2,1,4,1,0,0,0,1,1,0,2,5,1,0,6,1,1,2,0,1,0,0,0,1,2,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,3,0,0,1,0,1,0,0,0,2,0,0,0,2,0,3,2,1,1,0,0,1,2,0,0,1,0,0,3,2,1,1,0,0,0,0,0,1,0,0,0,0,2,1,2,2,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,2,0,3,4,1,0,0,0,3,0,2,2,4,0,2,3,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,1,0,1,0,1,2,2,2,4,3,2,0,0,1,1,0,1,0,3,0,2,8,39,6,14.352700094407323,19.0,0.7554052681267013,41.66666666666667,20.51282051282051,8.700544047650572,31.837606837606838,0.27327883317452806,0.5145,0.37532,228.99999999999983,140.14584122352412,15129.0,16.832158180844495,0.33333333333333354,3.271847483841106,992.2398903491031,994.4134743127412,74.35421670163026,85.10241885249079,140.14584122352412,235.06979015991587,15112.167841819155,988858.1578947369,149.96737130742508,74.98368565371254,4.332925285367266,0.26864720812186005,0.2941094493262304
6,5,8,6,2,2,1,3,5,5,4,6,10,3,2,9,4,2,5,2,0,2,1,2,2,0,2,2,3,1,1,3,4,3,4,3,5,1,1,4,4,2,1,1,4,0,3,3,10,0,5,9,3,2,2,1,3,2,1,3,11,2,2,13,3,0,2,1,1,0,2,2,1,2,3,2,3,0,0,3,1,0,1,0,2,0,0,0,1,0,0,0,0,1,2,0,3,2,0,0,1,0,1,3,1,2,1,0,2,1,0,3,2,2,1,4,1,0,0,2,1,0,0,1,4,0,0,5,1,1,2,0,2,0,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,1,1,2,0,2,1,0,0,1,1,0,2,0,0,1,2,3,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,2,0,0,1,0,1,0,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0,2,0,0,1,1,1,0,1,1,0,5,4,0,0,0,0,1,0,2,2,5,0,0,4,0,0,1,2,1,1,0,0,2,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,1,0,0,1,0,0,2,2,2,1,6,0,2,0,0,0,0,1,1,3,1,4,5,45,45,0.0,45.0,0.0,28.888888888888886,28.888888888888886,0.0,28.888888888888886,0.0,0.5306,0.36678,225.0,147.6258473677954,14101.0,33.904880373755915,0.3333333333333333,3.1832380188577396,932.7143185348876,934.793951704255,77.56360631364213,103.84094634875322,147.6258473677954,190.0544550893124,14067.095119626245,873839.7321428572,86.21350874055918,43.10675437027959,4.145396971266167,0.24886769001384365,0.20846326593183015
6,5,6,4,2,2,1,3,6,6,4,5,9,3,3,9,4,2,5,2,0,2,1,2,2,0,2,2,3,1,1,3,4,3,6,4,5,1,1,4,4,2,1,2,4,0,4,3,9,0,6,7,3,2,2,1,3,1,3,5,9,2,2,15,2,0,3,1,1,0,2,2,1,1,3,1,2,0,0,2,1,0,1,0,2,0,0,0,1,0,0,0,0,1,2,0,4,2,0,0,1,1,1,3,1,2,1,0,2,0,0,3,2,2,0,4,1,0,0,2,0,0,2,1,4,0,0,5,1,1,2,0,2,0,0,0,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,1,1,2,0,2,1,0,0,2,2,0,2,0,0,1,3,3,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,2,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,2,0,0,0,0,3,0,0,1,2,1,0,0,1,0,5,3,0,0,0,0,1,0,2,3,3,0,0,4,0,0,1,2,1,1,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0,2,3,0,0,2,2,2,1,4,0,2,0,0,0,0,1,1,2,1,5,7,45,45,0.0,45.0,0.0,31.11111111111111,31.11111111111111,0.0,31.11111111111111,0.0,0.4299,0.36216,228.0000000000002,147.3913972083827,14242.0,14.180368503978729,0.33333333333333304,3.1895093752984063,935.4271751451312,937.4853232331336,72.61287054674845,98.08974843220255,147.3913972083827,214.50896992642052,14227.81963149602,878878.731277533,116.41922149421796,58.20961074710898,4.102750768180396,0.2585191181102188,0.24012431464418682
17,7,4,7,5,4,1,3,6,5,2,1,7,1,4,6,4,4,7,2,3,1,0,2,3,0,1,2,2,0,1,1,3,2,5,4,2,3,1,2,4,0,2,1,3,0,3,2,8,0,2,3,2,1,1,1,6,2,1,2,4,2,3,5,8,2,4,3,2,2,1,2,0,1,1,2,3,0,1,3,3,0,2,0,4,0,0,0,1,0,0,0,0,0,3,0,2,2,1,1,0,1,1,3,1,0,0,1,1,0,0,0,1,2,0,3,0,0,0,1,1,1,1,1,1,0,2,3,0,1,2,1,3,1,0,0,3,3,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0,4,1,0,0,2,0,0,2,1,0,1,0,0,3,0,0,1,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,1,1,0,0,1,3,1,3,1,0,0,0,0,1,0,1,0,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,3,1,0,1,0,0,1,0,0,2,0,0,0,3,0,1,0,0,1,0,1,1,0,2,0,0,1,3,1,18,18,0.0,18.0,0.0,44.44444444444444,44.44444444444444,0.0,44.44444444444444,0.0,0.8257000000000001,0.42218,197.00000000000017,124.25873646185039,11193.0,14.354857116558,0.3333333333333331,3.0272795425472587,790.0455683060313,792.0584265194128,60.501863439112505,78.30345895021514,124.25873646185039,187.2865137341962,11178.645142883443,627356.5510204082,108.98305478398106,54.49152739199053,4.010383595462084,0.276216713780639,0.26246821005568977
7,5,7,6,2,1,1,5,5,5,4,5,10,3,3,9,4,2,4,2,0,2,1,2,4,0,2,1,2,1,1,4,3,3,5,3,5,1,1,4,4,2,1,2,3,0,4,3,11,0,5,9,3,2,2,1,3,3,2,2,10,2,2,14,3,0,3,1,1,0,2,2,0,2,3,2,3,0,0,3,1,0,1,0,1,0,0,0,1,0,0,0,0,1,3,0,3,2,0,0,1,0,1,3,1,2,1,0,2,0,0,3,2,2,1,5,1,0,0,2,2,0,1,0,4,0,0,5,1,1,2,0,2,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,3,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,1,2,0,2,1,0,0,2,1,0,2,0,0,1,2,3,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,2,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,2,0,0,0,0,3,0,0,1,1,1,0,1,3,0,4,4,0,0,0,0,1,0,2,2,5,0,0,4,0,0,1,2,1,1,0,0,2,0,0,0,0,0,0,1,0,0,2,1,1,0,1,1,0,2,0,0,0,0,0,2,2,2,1,5,0,2,0,0,0,0,1,1,3,1,4,6,45,45,0.0,45.0,0.0,31.11111111111111,31.11111111111111,0.0,31.11111111111111,0.0,0.5591999999999999,0.36864,228.99999999999994,151.5656777038238,14539.0,19.504458096384372,0.33333333333333337,3.2235476265314427,952.7171668443895,954.8041729967092,73.13326584647432,98.25114765728708,151.5656777038238,210.24459720028315,14519.495541903616,911651.0087719298,111.99344954299607,55.99672477149804,4.160336973119605,0.24383203638280954,0.24731792535542985
9,6,2,5,4,1,1,2,5,2,0,4,6,1,6,5,2,2,1,4,2,4,1,2,0,1,0,3,2,0,1,9,4,0,2,1,2,2,1,2,0,0,1,0,2,3,2,4,8,3,2,7,3,5,0,2,6,0,2,2,2,4,4,7,3,1,3,2,2,2,0,2,1,1,0,0,1,0,3,1,2,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,2,0,2,1,1,0,0,0,0,0,0,0,1,0,3,2,1,1,2,0,1,0,0,5,0,1,0,0,0,4,1,0,1,0,1,1,0,0,1,0,0,0,1,2,1,0,1,0,1,0,1,1,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,6,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,2,1,1,1,1,4,1,1,2,1,0,2,0,1,0,1,0,2,1,1,3,3,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2,3,1,0,0,1,2,1,0,1,2,1,2,108,15,39.02883549377306,40.5,0.9636749504635324,38.88888888888889,23.809523809523807,5.776150001094069,30.443121693121693,0.18973579842829094,0.5540999999999999,0.37951,180.00000000000003,111.88931709581784,9034.0,15.161172414529066,0.33333333333333326,2.8723176428955255,667.1281735918518,668.9890647201072,48.94099362221878,67.9259140267294,111.88931709581784,179.21010182350977,9018.83882758547,447546.3687150838,111.28418779678037,55.642093898390186,3.7062676310658427,0.3062860433736631,0.2671428706772569
1,2,2,2,0,0,1,0,1,1,1,1,3,0,1,3,0,0,0,2,0,2,1,2,0,0,0,1,1,0,1,3,0,1,1,1,1,0,0,0,4,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,1,0,2,0,1,1,0,0,0,1,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.056,0.45025,70.00000000000001,48.123147981405175,1284.0,8.618841367547718,0.33333333333333326,1.7613317434707025,150.0799786780369,151.1636027045158,17.912022635957566,19.51144193841106,48.123147981405175,75.61631351484861,1275.3811586324523,22850.434782608696,56.10487157643755,28.052435788218776,2.1439996954005265,0.4373038738003837,0.3450068727239362
4,3,0,3,0,8,2,6,0,1,0,2,4,3,0,19,7,5,2,0,4,7,7,4,4,1,1,7,3,0,9,9,5,3,1,6,1,11,1,3,3,2,5,0,2,0,8,0,8,2,2,4,3,5,3,6,7,4,6,8,1,16,4,7,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,6,0,1,1,0,0,1,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,3,0,0,0,0,3,7,4,5,0,6,1,0,1,0,0,4,0,1,0,1,0,0,0,0,3,1,0,0,3,0,3,1,3,0,3,1,0,0,1,3,3,1,0,0,0,1,0,0,0,0,1,0,0,0,5,2,0,0,1,2,0,0,0,0,0,4,2,3,1,0,8,0,0,0,0,5,0,3,0,0,0,0,0,1,2,0,0,4,1,0,0,0,0,6,4,1,0,0,1,0,0,0,0,3,3,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,1,0,0,0,0,0,3,0,0,4,0,1,0,1,0,0,1,1,1,2,0,1,2,1,0,0,0,2,1,2,0,0,0,3,0,6,0,0,6,0,1,0,0,4,0,0,0,0,3,3,1,4,0,3,1,0,0,0,1,4,5,6,1,0,0,3,0,0,3,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46729999999999994,0.34679,265.99999999999983,104.51554000527767,18430.0,6.096951834738601,0.3333333333333336,3.742306274696407,1144.5138706018377,1146.6712973432898,49.03415165162221,63.65741752071387,104.51554000527767,245.00678499653137,18423.903048165263,1314855.0641509434,181.3493674758175,90.67468373790875,4.3026837240670615,0.4232831007364015,0.21406520498516143
